alnA	alnB	A	B	YBR164C_13	YBR164C_53	YBR164C_52	YBR164C_43	YBR164C_04	YBR164C_03	YBR164C_46	YBR164C_10	YBR164C_01	YBR164C_47	YBR164C_59	YBR164C_49	YBR164C_28	YBR164C_37	YBR164C_44	YBR164C_11	YBR164C_27	YBR164C_56	YBR164C_38	YBR164C_06	YBR164C_15	YBR164C_33	YBR164C_51	YBR164C_14	YBR164C_08	YBR164C_48	YBR164C_57	YBR164C_62	YBR164C_70
54	172	29	64	6527.0	357.0	2156.0	523.0	1091.0	5290.0	3650.0	1458.0	1281.0	6429.0	685.0	7577.0	3101.0	4097.0	8513.0	1678.0	8437.0	4478.0	1437.0	1149.0	7322.0	4473.0	8885.0	5571.0	6363.0	9372.0	6553.0	3578.0	9567.0
54	206	29	88	6526.0	343.0	1911.0	387.0	1199.0	5345.0	3440.0	1432.0	1215.0	6468.0	687.0	7557.0	3104.0	4055.0	8412.0	1636.0	8275.0	4444.0	1399.0	1143.0	7326.0	4583.0	9028.0	5578.0	6411.0	9286.0	6589.0	3444.0	9564.0
54	173	29	65	6530.0	333.0	2060.0	524.0	1090.0	5284.0	3647.0	1457.0	1278.0	6428.0	685.0	7574.0	3103.0	4095.0	8506.0	1678.0	8430.0	4486.0	1437.0	1149.0	7322.0	4473.0	8884.0	5575.0	6363.0	9342.0	6550.0	3575.0	9565.0
54	176	29	66	6530.0	331.0	2057.0	526.0	1089.0	5283.0	3645.0	1455.0	1275.0	6426.0	684.0	7563.0	3103.0	4094.0	8498.0	1641.0	8406.0	4518.0	1371.0	1149.0	7322.0	4472.0	8879.0	5577.0	6328.0	9297.0	6537.0	3573.0	9561.0
54	59	29	34	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
55	172	30	64	6531.0	334.0	2155.0	525.0	1094.0	5409.0	3651.0	1460.0	1301.0	6431.0	685.0	7578.0	3105.0	4102.0	8514.0	1680.0	8439.0	4483.0	1437.0	1151.0	7323.0	4475.0	8889.0	5571.0	6364.0	9373.0	6555.0	3579.0	9572.0
55	119	30	43	20000.0	471.0	2188.0	20000.0	1313.0	5632.0	20000.0	20000.0	1278.0	6571.0	20000.0	7650.0	3235.0	20000.0	8517.0	20000.0	8580.0	20000.0	1659.0	1340.0	7371.0	20000.0	8990.0	5614.0	6549.0	9411.0	6813.0	20000.0	9565.0
55	173	30	65	6532.0	332.0	2059.0	526.0	1092.0	5285.0	3648.0	1458.0	1279.0	6430.0	685.0	7574.0	3174.0	4097.0	8507.0	1679.0	8435.0	4518.0	1438.0	1150.0	7323.0	4473.0	8885.0	5575.0	6365.0	9371.0	6553.0	3576.0	9565.0
55	59	30	34	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
56	373	31	159	6519.0	345.0	1957.0	319.0	1176.0	5232.0	3408.0	1352.0	990.0	6392.0	649.0	7524.0	3031.0	4035.0	8354.0	1533.0	8237.0	4330.0	1312.0	1080.0	7261.0	4453.0	8838.0	5547.0	6207.0	9256.0	6575.0	3326.0	9454.0
56	60	31	35	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
57	256	32	125	6506.0	351.0	1907.0	287.0	1213.0	5274.0	3404.0	1374.0	1087.0	6415.0	653.0	7527.0	3035.0	4040.0	8372.0	1635.0	8240.0	4346.0	1314.0	1098.0	7270.0	4448.0	8846.0	5547.0	6240.0	9262.0	6580.0	3334.0	9483.0
57	373	32	159	6518.0	344.0	1961.0	322.0	1178.0	5234.0	3409.0	1353.0	991.0	6394.0	649.0	7524.0	3030.0	4035.0	8355.0	1533.0	8238.0	4331.0	1312.0	1081.0	7262.0	4458.0	8837.0	5547.0	6208.0	9256.0	6576.0	3327.0	9455.0
57	381	32	165	6520.0	343.0	1955.0	320.0	1176.0	5274.0	3410.0	1357.0	991.0	6392.0	645.0	7521.0	3019.0	4033.0	8354.0	1526.0	8217.0	4329.0	1291.0	1081.0	7263.0	4468.0	8839.0	5587.0	6207.0	9256.0	6573.0	3340.0	9452.0
57	371	32	157	6506.0	344.0	1966.0	322.0	1179.0	5276.0	3409.0	1356.0	990.0	6391.0	648.0	7522.0	3021.0	4033.0	8353.0	1530.0	8212.0	4329.0	1302.0	1077.0	7254.0	4449.0	8833.0	5542.0	6206.0	9254.0	6576.0	3326.0	9453.0
57	61	32	36	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
57	254	32	123	6506.0	346.0	1905.0	287.0	1213.0	5308.0	3404.0	1373.0	1088.0	6409.0	652.0	7525.0	3019.0	4039.0	8373.0	1635.0	8211.0	4347.0	1311.0	1098.0	7268.0	4450.0	8844.0	5546.0	6238.0	9263.0	6586.0	3333.0	9483.0
57	385	32	169	6515.0	343.0	1953.0	316.0	1171.0	5272.0	3384.0	1356.0	987.0	6390.0	640.0	7519.0	3012.0	4032.0	8352.0	1521.0	8211.0	4324.0	1288.0	1074.0	7255.0	4469.0	8839.0	5583.0	6207.0	9257.0	6572.0	3343.0	9458.0
57	208	32	90	6525.0	337.0	1908.0	379.0	1195.0	5347.0	3429.0	1414.0	1214.0	6466.0	657.0	7558.0	3101.0	4050.0	8402.0	1634.0	8253.0	4445.0	1346.0	1138.0	7326.0	4467.0	8916.0	5573.0	6401.0	9268.0	6585.0	3391.0	9560.0
57	255	32	124	6506.0	348.0	1907.0	288.0	1213.0	5275.0	3405.0	1374.0	1088.0	6415.0	653.0	7526.0	3027.0	4040.0	8372.0	1635.0	8213.0	4347.0	1312.0	1098.0	7268.0	4449.0	8845.0	5547.0	6239.0	9264.0	6582.0	3334.0	9483.0
58	385	33	169	6524.0	343.0	1953.0	321.0	1172.0	5274.0	3412.0	1359.0	989.0	6390.0	642.0	7520.0	3012.0	4034.0	8353.0	1522.0	8212.0	4325.0	1287.0	1081.0	7261.0	4470.0	8839.0	5582.0	6208.0	9258.0	6574.0	3345.0	9458.0
58	62	33	37	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
58	137	33	55	6552.0	347.0	2159.0	601.0	1110.0	5438.0	3719.0	1507.0	1224.0	6542.0	676.0	7611.0	3181.0	20000.0	8548.0	1814.0	8452.0	4521.0	1442.0	1193.0	7324.0	4514.0	8902.0	5569.0	6368.0	9388.0	6561.0	3636.0	9780.0
58	170	33	62	6528.0	332.0	2059.0	524.0	1117.0	5428.0	3718.0	1505.0	1218.0	6455.0	677.0	7614.0	3012.0	4316.0	8365.0	1811.0	8447.0	4480.0	1436.0	1184.0	7323.0	4511.0	8897.0	5564.0	6364.0	9377.0	6555.0	3409.0	9613.0
58	172	33	64	6535.0	328.0	2055.0	551.0	1115.0	5402.0	3720.0	1504.0	1227.0	6451.0	681.0	7579.0	3179.0	4110.0	8520.0	1745.0	8446.0	4520.0	1436.0	1165.0	7323.0	4510.0	8889.0	5569.0	6367.0	9375.0	6555.0	3628.0	9606.0
59	63	34	38	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
60	372	35	158	6508.0	343.0	1960.0	320.0	1178.0	5230.0	3406.0	1352.0	992.0	6395.0	649.0	7522.0	3020.0	4033.0	8353.0	1523.0	8211.0	4329.0	1299.0	1074.0	7261.0	4464.0	8826.0	5544.0	6204.0	9253.0	6573.0	3325.0	9450.0
60	373	35	159	6514.0	343.0	1958.0	320.0	1177.0	5230.0	3406.0	1352.0	993.0	6395.0	650.0	7523.0	3024.0	4035.0	8354.0	1529.0	8214.0	4330.0	1300.0	1076.0	7262.0	4465.0	8826.0	5547.0	6205.0	9253.0	6573.0	3325.0	9452.0
60	381	35	165	6517.0	342.0	1951.0	319.0	1176.0	5274.0	3407.0	1355.0	992.0	6393.0	646.0	7521.0	3013.0	4034.0	8353.0	1524.0	8213.0	4328.0	1289.0	1080.0	7263.0	4469.0	8838.0	5588.0	6205.0	9253.0	6571.0	3330.0	9450.0
60	375	35	161	6518.0	342.0	1951.0	319.0	1176.0	5231.0	3406.0	1351.0	994.0	6396.0	649.0	7523.0	3021.0	4035.0	8355.0	1530.0	8234.0	4331.0	1298.0	1076.0	7264.0	4466.0	8826.0	5632.0	6205.0	9253.0	6573.0	3327.0	9452.0
60	376	35	162	6520.0	342.0	1951.0	318.0	1176.0	5232.0	3407.0	1352.0	994.0	6395.0	648.0	7523.0	3019.0	4035.0	8354.0	1526.0	8220.0	4331.0	1296.0	1077.0	7264.0	4467.0	8827.0	5631.0	6204.0	9253.0	6573.0	3328.0	9452.0
60	374	35	160	6515.0	343.0	1955.0	320.0	1177.0	5231.0	3406.0	1352.0	994.0	6395.0	650.0	7524.0	3022.0	4035.0	8355.0	1531.0	8235.0	4330.0	1299.0	1076.0	7263.0	4467.0	8827.0	5632.0	6207.0	9254.0	6573.0	3326.0	9452.0
60	382	35	166	6516.0	342.0	1951.0	319.0	1176.0	5275.0	3409.0	1356.0	992.0	6393.0	646.0	7521.0	3013.0	4035.0	8354.0	1524.0	8213.0	4328.0	1289.0	1076.0	7263.0	4470.0	8838.0	5588.0	6205.0	9255.0	6572.0	3340.0	9452.0
61	381	36	165	6516.0	341.0	1951.0	321.0	1176.0	5275.0	3408.0	1357.0	993.0	6395.0	647.0	7521.0	3012.0	4036.0	8354.0	1525.0	8214.0	4329.0	1290.0	1081.0	7264.0	4469.0	8836.0	5588.0	6205.0	9253.0	6571.0	3342.0	9451.0
61	382	36	166	6516.0	342.0	1951.0	321.0	1177.0	5275.0	3410.0	1358.0	992.0	6395.0	647.0	7521.0	3013.0	4036.0	8355.0	1525.0	8214.0	4330.0	1291.0	1081.0	7264.0	4470.0	8837.0	5588.0	6206.0	9255.0	6572.0	3343.0	9453.0
61	385	36	169	6513.0	340.0	1950.0	318.0	1174.0	5274.0	3410.0	1357.0	989.0	6393.0	644.0	7519.0	3008.0	4034.0	8353.0	1520.0	8210.0	4326.0	1288.0	1080.0	7260.0	4469.0	8838.0	5584.0	6205.0	9253.0	6570.0	3344.0	9456.0
61	140	36	57	6541.0	344.0	2038.0	523.0	1119.0	5436.0	3717.0	1506.0	1217.0	6531.0	674.0	7665.0	3011.0	20000.0	8360.0	1811.0	8452.0	4523.0	1438.0	1267.0	7323.0	4550.0	8895.0	5562.0	6368.0	9392.0	6560.0	3407.0	9776.0
61	168	36	60	6525.0	332.0	2030.0	517.0	1121.0	5428.0	3634.0	1408.0	1213.0	6458.0	672.0	7536.0	3005.0	4215.0	8355.0	1802.0	8448.0	4479.0	1435.0	1182.0	7322.0	4510.0	8891.0	5555.0	6363.0	9389.0	6556.0	3404.0	9772.0
61	170	36	62	6538.0	330.0	2046.0	522.0	1238.0	5436.0	3717.0	1505.0	1216.0	6458.0	674.0	7662.0	3009.0	4317.0	8361.0	1809.0	8449.0	4522.0	1435.0	1188.0	7323.0	4512.0	8890.0	5561.0	6367.0	9388.0	6558.0	3407.0	9773.0
62	140	37	57	6540.0	344.0	2032.0	605.0	1238.0	5438.0	3715.0	1506.0	1217.0	6526.0	674.0	7669.0	3010.0	20000.0	8361.0	1811.0	8453.0	4524.0	1438.0	1269.0	7325.0	4551.0	8895.0	5562.0	6371.0	9393.0	6562.0	3409.0	9776.0
62	137	37	55	6551.0	347.0	2060.0	606.0	1241.0	5507.0	3719.0	1507.0	1223.0	6545.0	675.0	7669.0	3014.0	20000.0	8551.0	1813.0	8462.0	4526.0	1440.0	1271.0	7325.0	4551.0	8895.0	5567.0	6378.0	9394.0	6564.0	3421.0	9782.0
62	138	37	56	6543.0	346.0	2060.0	606.0	1239.0	5506.0	3717.0	1506.0	1219.0	6540.0	674.0	7669.0	3013.0	20000.0	8364.0	1812.0	8460.0	4525.0	1439.0	1270.0	7325.0	4551.0	8895.0	5564.0	6373.0	9394.0	6562.0	3413.0	9779.0
62	170	37	62	6538.0	331.0	2032.0	520.0	1238.0	5438.0	3715.0	1505.0	1216.0	6459.0	674.0	7663.0	3008.0	20000.0	8362.0	1809.0	8450.0	4523.0	1435.0	1266.0	7324.0	4512.0	8891.0	5560.0	6369.0	9391.0	6560.0	3408.0	9773.0
119	177	43	67	6457.0	327.0	2055.0	607.0	1367.0	5613.0	3738.0	1511.0	1349.0	6457.0	789.0	7662.0	3182.0	4317.0	20000.0	20000.0	20000.0	20000.0	1442.0	1271.0	7362.0	4545.0	9027.0	5654.0	6402.0	9400.0	6647.0	20000.0	9770.0
119	173	43	65	6631.0	331.0	2056.0	608.0	1420.0	20000.0	3743.0	1514.0	20000.0	6462.0	836.0	7676.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	1442.0	1279.0	7362.0	4548.0	9020.0	5716.0	6404.0	9402.0	6654.0	20000.0	9775.0
119	176	43	66	6630.0	328.0	2056.0	608.0	1371.0	20000.0	3740.0	1513.0	20000.0	6460.0	835.0	7664.0	20000.0	4327.0	20000.0	20000.0	20000.0	20000.0	1442.0	1280.0	7362.0	4546.0	9027.0	5708.0	6403.0	9401.0	6650.0	20000.0	9774.0
119	135	43	53	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
119	172	43	64	6565.0	338.0	2056.0	608.0	1463.0	20000.0	3746.0	1514.0	1364.0	6556.0	838.0	7847.0	20000.0	20000.0	20000.0	20000.0	20000.0	4535.0	1442.0	1270.0	7335.0	4550.0	9018.0	5612.0	6404.0	9402.0	6704.0	20000.0	9779.0
132	176	51	66	6458.0	336.0	2099.0	20000.0	1370.0	5606.0	3534.0	1618.0	20000.0	6462.0	836.0	7763.0	20000.0	4322.0	20000.0	20000.0	20000.0	4459.0	20000.0	20000.0	20000.0	4551.0	20000.0	5654.0	20000.0	9412.0	6702.0	3533.0	9821.0
132	190	51	76	6450.0	323.0	2104.0	534.0	1047.0	5334.0	3517.0	1446.0	1198.0	6493.0	719.0	7662.0	3070.0	4309.0	8364.0	1801.0	8317.0	4408.0	1405.0	1382.0	7373.0	4499.0	8970.0	5646.0	6389.0	9406.0	6644.0	3522.0	9629.0
132	172	51	64	6634.0	342.0	2323.0	20000.0	1373.0	5612.0	3743.0	1623.0	20000.0	6593.0	841.0	7765.0	20000.0	20000.0	20000.0	20000.0	20000.0	4462.0	20000.0	20000.0	20000.0	4587.0	20000.0	5661.0	20000.0	9450.0	6706.0	3535.0	9824.0
132	173	51	65	6536.0	339.0	2320.0	20000.0	1371.0	5610.0	3742.0	1620.0	20000.0	6465.0	838.0	7764.0	20000.0	4324.0	20000.0	20000.0	20000.0	4460.0	20000.0	20000.0	20000.0	4586.0	20000.0	5658.0	20000.0	9449.0	6704.0	3534.0	9822.0
134	172	52	64	6637.0	343.0	20000.0	20000.0	1419.0	20000.0	3745.0	1625.0	20000.0	6596.0	918.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5707.0	20000.0	9452.0	6710.0	20000.0	9826.0
134	173	52	65	6634.0	341.0	2324.0	20000.0	1373.0	20000.0	3743.0	1623.0	20000.0	6594.0	843.0	7767.0	20000.0	20000.0	20000.0	20000.0	20000.0	4462.0	20000.0	20000.0	20000.0	4588.0	20000.0	5662.0	20000.0	9451.0	6707.0	3537.0	9823.0
134	176	52	66	6535.0	338.0	2322.0	20000.0	1371.0	5612.0	3535.0	1620.0	20000.0	6466.0	839.0	7764.0	20000.0	4324.0	20000.0	20000.0	20000.0	4460.0	20000.0	20000.0	20000.0	4587.0	20000.0	5657.0	20000.0	9412.0	6704.0	3535.0	9822.0
134	171	52	63	6640.0	20000.0	20000.0	20000.0	20000.0	20000.0	3747.0	1628.0	20000.0	20000.0	923.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5714.0	20000.0	20000.0	20000.0	20000.0	9837.0
134	194	52	80	6478.0	322.0	2014.0	533.0	1046.0	5257.0	3508.0	1435.0	1191.0	6487.0	719.0	7557.0	3066.0	4179.0	8365.0	1791.0	8308.0	4407.0	1402.0	1209.0	7367.0	4537.0	8968.0	5642.0	6372.0	9324.0	6580.0	3395.0	9623.0
135	171	53	63	6652.0	20000.0	20000.0	20000.0	20000.0	20000.0	3751.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
135	172	53	64	6642.0	20000.0	20000.0	20000.0	20000.0	20000.0	3748.0	1632.0	20000.0	20000.0	923.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5717.0	20000.0	20000.0	20000.0	20000.0	20000.0
135	170	53	62	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	3755.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
136	170	54	62	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
136	171	54	63	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	3754.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
136	169	54	61	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
136	168	54	60	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
137	170	55	62	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
137	172	55	64	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	3753.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
137	171	55	63	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
137	168	55	60	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
137	169	55	61	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
138	168	56	60	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
138	169	56	61	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
138	170	56	62	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
138	167	56	59	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
140	168	57	60	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
140	170	57	62	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
140	167	57	59	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
142	167	58	59	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
168	385	60	169	6471.0	303.0	1890.0	316.0	1050.0	5245.0	3401.0	1360.0	997.0	6367.0	622.0	7460.0	3026.0	4041.0	8349.0	1520.0	8210.0	4316.0	1258.0	1076.0	7276.0	4435.0	8641.0	5463.0	6211.0	9243.0	6552.0	3346.0	9462.0
168	389	60	172	6467.0	306.0	1898.0	301.0	1048.0	5245.0	3404.0	1360.0	996.0	6363.0	626.0	7463.0	3025.0	4038.0	8353.0	1518.0	8210.0	4314.0	1258.0	1079.0	7256.0	4438.0	8637.0	5460.0	6211.0	9242.0	6552.0	3346.0	9462.0
168	390	60	173	6467.0	306.0	1922.0	303.0	1049.0	5245.0	3405.0	1361.0	996.0	6360.0	628.0	7462.0	3025.0	4039.0	8354.0	1516.0	8210.0	4313.0	1259.0	1078.0	7256.0	4440.0	8638.0	5461.0	6210.0	9246.0	6553.0	3347.0	9463.0
170	385	62	169	6475.0	331.0	1900.0	319.0	1055.0	5246.0	3405.0	1360.0	994.0	6368.0	628.0	7471.0	3028.0	4040.0	8352.0	1522.0	8211.0	4317.0	1260.0	1076.0	7260.0	4437.0	8647.0	5464.0	6211.0	9250.0	6548.0	3346.0	9462.0
171	194	63	80	6477.0	368.0	2062.0	461.0	1099.0	5515.0	3509.0	1435.0	1260.0	6489.0	761.0	7562.0	3038.0	4142.0	8418.0	1655.0	8276.0	4432.0	1409.0	1150.0	7304.0	4557.0	8918.0	5570.0	6361.0	9321.0	6563.0	3519.0	9626.0
181	190	71	76	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
190	194	76	80	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	195	77	81	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	226	77	105	6507.0	330.0	1902.0	356.0	1102.0	5257.0	3414.0	1426.0	1162.0	6404.0	687.0	7502.0	3014.0	4081.0	8374.0	1593.0	8242.0	4361.0	1303.0	1099.0	7246.0	4444.0	8835.0	5560.0	6229.0	9315.0	6542.0	3349.0	9472.0
191	229	77	108	6508.0	332.0	1900.0	277.0	1103.0	5261.0	3413.0	1428.0	1162.0	6408.0	689.0	7505.0	3065.0	4080.0	8373.0	1574.0	8241.0	4372.0	1366.0	1100.0	7263.0	4444.0	8833.0	5560.0	6230.0	9314.0	6570.0	3349.0	9472.0
192	196	78	82	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
192	229	78	108	6508.0	333.0	1901.0	277.0	1105.0	5259.0	3413.0	1428.0	1162.0	6409.0	695.0	7507.0	3068.0	4080.0	8374.0	1590.0	8216.0	4374.0	1367.0	1100.0	7263.0	4446.0	8832.0	5560.0	6231.0	9313.0	6574.0	3350.0	9470.0
193	198	79	83	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
194	202	80	84	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
