alnA	alnB	A	B	YOR094W_63	YOR094W_09	YOR094W_48	YOR094W_26	YOR094W_32	YOR094W_02	YOR094W_39	YOR094W_20	YOR094W_22	YOR094W_10	YOR094W_03	YOR094W_56	YOR094W_17	YOR094W_29	YOR094W_49	YOR094W_16	YOR094W_33	YOR094W_47	YOR094W_07	YOR094W_18	YOR094W_37	YOR094W_57	YOR094W_14	YOR094W_59	YOR094W_11	YOR094W_67	YOR094W_13	YOR094W_19	YOR094W_55	YOR094W_12	YOR094W_70	YOR094W_66	YOR094W_15	YOR094W_06	YOR094W_21	YOR094W_62	YOR094W_31	YOR094W_36	YOR094W_51	YOR094W_45	YOR094W_04	YOR094W_23	YOR094W_01	YOR094W_52	YOR094W_64
47	191	21	76	8926.0	7960.0	444.0	4830.0	3257.0	1227.0	3336.0	5560.0	7140.0	7045.0	2307.0	6139.0	1504.0	8123.0	1813.0	2524.0	2131.0	3417.0	3766.0	165.0	438.0	5066.0	4042.0	2082.0	7389.0	7381.0	2323.0	6041.0	2138.0	310.0	3669.0	2272.0	1500.0	1565.0	381.0	8400.0	4299.0	4436.0	2980.0	7433.0	6657.0	4255.0	701.0	7614.0	2571.0
47	52	21	26	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
48	226	22	104	8920.0	7892.0	364.0	4794.0	3254.0	1116.0	3375.0	5391.0	7126.0	6975.0	2272.0	6058.0	1395.0	8077.0	1718.0	2403.0	1960.0	3410.0	3723.0	77.0	384.0	5066.0	4021.0	2053.0	7339.0	7354.0	2297.0	5851.0	2099.0	317.0	3645.0	2155.0	1473.0	1559.0	372.0	8276.0	4307.0	4397.0	2982.0	7411.0	6619.0	4234.0	592.0	7587.0	2404.0
48	52	22	26	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
48	208	22	89	8918.0	7971.0	401.0	4812.0	3264.0	1139.0	3382.0	5397.0	7136.0	7037.0	2277.0	6072.0	1450.0	8109.0	1730.0	2576.0	2009.0	3423.0	3735.0	91.0	382.0	5068.0	4028.0	2065.0	7370.0	7377.0	2332.0	5891.0	2117.0	308.0	3672.0	2200.0	1485.0	1580.0	387.0	8365.0	4256.0	4405.0	2956.0	7421.0	6631.0	4223.0	702.0	7606.0	2431.0
48	222	22	101	8918.0	7886.0	364.0	4794.0	3251.0	1116.0	3374.0	5390.0	7135.0	6986.0	2273.0	6058.0	1396.0	8080.0	1718.0	2404.0	1997.0	3415.0	3722.0	82.0	381.0	5067.0	4021.0	2052.0	7337.0	7355.0	2296.0	5902.0	2098.0	315.0	3641.0	2156.0	1474.0	1584.0	372.0	8273.0	4251.0	4396.0	2982.0	7411.0	6620.0	4230.0	599.0	7587.0	2403.0
48	221	22	100	8918.0	7885.0	364.0	4794.0	3248.0	1115.0	3374.0	5390.0	7134.0	6986.0	2248.0	6058.0	1397.0	8079.0	1718.0	2405.0	1997.0	3415.0	3722.0	83.0	377.0	5066.0	4020.0	2051.0	7337.0	7353.0	2296.0	5901.0	2102.0	315.0	3637.0	2157.0	1474.0	1562.0	372.0	8272.0	4247.0	4396.0	2982.0	7411.0	6619.0	4228.0	600.0	7586.0	2402.0
49	208	23	89	8919.0	7971.0	401.0	4809.0	3262.0	1140.0	3383.0	5400.0	7137.0	7038.0	2276.0	6074.0	1495.0	8106.0	1727.0	2573.0	2008.0	3424.0	3733.0	92.0	378.0	5070.0	4026.0	2059.0	7369.0	7374.0	2336.0	5891.0	2117.0	310.0	3673.0	2192.0	1484.0	1580.0	386.0	8276.0	4259.0	4405.0	2958.0	7421.0	6630.0	4221.0	705.0	7605.0	2430.0
49	221	23	100	8919.0	7883.0	365.0	4795.0	3249.0	1114.0	3376.0	5391.0	7134.0	6985.0	2273.0	6060.0	1400.0	8080.0	1719.0	2405.0	1998.0	3417.0	3720.0	85.0	367.0	5065.0	4020.0	2052.0	7338.0	7354.0	2300.0	5897.0	2108.0	316.0	3635.0	2158.0	1426.0	1570.0	371.0	8272.0	4249.0	4396.0	2984.0	7413.0	6620.0	4228.0	691.0	7586.0	2405.0
49	217	23	96	8915.0	7884.0	366.0	4797.0	3250.0	1111.0	3376.0	5397.0	7135.0	7022.0	2273.0	6064.0	1445.0	8086.0	1722.0	2408.0	2004.0	3418.0	3725.0	89.0	371.0	5067.0	4020.0	2049.0	7340.0	7354.0	2311.0	5892.0	2113.0	315.0	3631.0	2163.0	1476.0	1583.0	372.0	8270.0	4251.0	4395.0	2985.0	7417.0	6622.0	4223.0	695.0	7589.0	2405.0
49	177	23	66	8961.0	7945.0	452.0	4875.0	3216.0	1225.0	3466.0	5669.0	7147.0	7079.0	2352.0	6248.0	1635.0	8113.0	1824.0	2518.0	2124.0	3432.0	3784.0	105.0	444.0	5127.0	4125.0	2160.0	7388.0	7377.0	2511.0	6064.0	2134.0	355.0	3653.0	2314.0	1502.0	1578.0	376.0	8341.0	4315.0	4433.0	3045.0	7444.0	6668.0	4267.0	696.0	7622.0	2605.0
49	54	23	28	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
50	177	24	66	8962.0	7944.0	453.0	4879.0	3216.0	1224.0	3462.0	5571.0	7145.0	7080.0	2351.0	6247.0	1418.0	8111.0	1825.0	2517.0	2124.0	3441.0	3785.0	105.0	445.0	5128.0	4125.0	2137.0	7389.0	7378.0	2510.0	6039.0	2134.0	357.0	3652.0	2315.0	1501.0	1536.0	375.0	8339.0	4315.0	4434.0	3046.0	7442.0	6666.0	4268.0	695.0	7620.0	2605.0
50	213	24	94	8918.0	7883.0	367.0	4799.0	3255.0	1109.0	3325.0	5399.0	7135.0	7040.0	2274.0	6067.0	1476.0	8085.0	1724.0	2408.0	2005.0	3421.0	3726.0	90.0	369.0	5068.0	4021.0	2048.0	7342.0	7357.0	2312.0	5883.0	2114.0	316.0	3626.0	2162.0	1475.0	1585.0	374.0	8268.0	4250.0	4395.0	2989.0	7419.0	6622.0	4218.0	711.0	7593.0	2408.0
51	213	25	94	8920.0	7881.0	367.0	4798.0	3255.0	1104.0	3324.0	5394.0	7136.0	6973.0	2274.0	6068.0	1474.0	8081.0	1722.0	2406.0	2004.0	3421.0	3726.0	91.0	367.0	5065.0	4020.0	2047.0	7340.0	7357.0	2302.0	5884.0	2067.0	316.0	3579.0	2159.0	1473.0	1579.0	373.0	8266.0	4246.0	4394.0	2990.0	7420.0	6621.0	4216.0	716.0	7593.0	2408.0
51	210	25	91	8921.0	7881.0	370.0	4801.0	3258.0	1138.0	3381.0	5393.0	7136.0	6978.0	2276.0	6078.0	1482.0	8086.0	1723.0	2560.0	2006.0	3427.0	3727.0	92.0	371.0	5072.0	4022.0	2049.0	7361.0	7361.0	2329.0	5885.0	2115.0	316.0	3627.0	2165.0	1475.0	1585.0	379.0	8268.0	4249.0	4398.0	2966.0	7420.0	6624.0	4216.0	710.0	7601.0	2411.0
51	256	25	124	8911.0	7850.0	361.0	4785.0	3254.0	1033.0	3320.0	5362.0	7092.0	6947.0	2271.0	6019.0	1396.0	8062.0	1722.0	2334.0	1964.0	3429.0	3655.0	61.0	261.0	4990.0	3939.0	2042.0	7317.0	7360.0	2251.0	5834.0	2019.0	269.0	3570.0	2068.0	1377.0	1577.0	354.0	8262.0	4176.0	4396.0	2909.0	7422.0	6617.0	4210.0	572.0	7548.0	2369.0
51	257	25	125	8910.0	7850.0	361.0	4785.0	3255.0	1033.0	3321.0	5357.0	7093.0	6947.0	2271.0	6019.0	1397.0	8063.0	1724.0	2333.0	1964.0	3430.0	3653.0	62.0	261.0	4989.0	3939.0	2043.0	7315.0	7361.0	2250.0	5856.0	2018.0	269.0	3570.0	2067.0	1374.0	1579.0	352.0	8261.0	4176.0	4395.0	2908.0	7423.0	6616.0	4209.0	572.0	7548.0	2368.0
52	210	26	91	8921.0	7880.0	372.0	4800.0	3258.0	1137.0	3381.0	5392.0	7136.0	6977.0	2275.0	6083.0	1481.0	8082.0	1722.0	2560.0	2001.0	3427.0	3727.0	92.0	369.0	5065.0	3973.0	2048.0	7342.0	7360.0	2330.0	5892.0	2114.0	317.0	3579.0	2164.0	1473.0	1585.0	377.0	8267.0	4244.0	4397.0	2965.0	7420.0	6623.0	4214.0	716.0	7602.0	2410.0
52	257	26	125	8911.0	7848.0	361.0	4784.0	3254.0	1032.0	3321.0	5357.0	7092.0	6948.0	2270.0	6020.0	1398.0	8063.0	1722.0	2333.0	1965.0	3430.0	3654.0	62.0	260.0	4989.0	3937.0	2042.0	7317.0	7361.0	2251.0	5834.0	2019.0	269.0	3569.0	2067.0	1372.0	1579.0	353.0	8262.0	4174.0	4395.0	2908.0	7424.0	6617.0	4208.0	578.0	7547.0	2368.0
52	208	26	89	8922.0	7879.0	392.0	4803.0	3259.0	1136.0	3383.0	5390.0	7136.0	6977.0	2274.0	6096.0	1486.0	8083.0	1721.0	2567.0	2000.0	3428.0	3727.0	93.0	371.0	5073.0	3970.0	2052.0	7363.0	7362.0	2338.0	5899.0	2115.0	316.0	3579.0	2167.0	1473.0	1585.0	385.0	8268.0	4243.0	4399.0	2957.0	7421.0	6625.0	4214.0	712.0	7605.0	2412.0
52	209	26	90	8922.0	7879.0	384.0	4801.0	3259.0	1136.0	3383.0	5391.0	7136.0	6977.0	2275.0	6098.0	1482.0	8082.0	1722.0	2564.0	2001.0	3428.0	3727.0	92.0	370.0	5073.0	3971.0	2049.0	7360.0	7361.0	2335.0	5893.0	2115.0	316.0	3579.0	2166.0	1473.0	1585.0	380.0	8268.0	4244.0	4398.0	2958.0	7420.0	6624.0	4214.0	715.0	7603.0	2411.0
52	213	26	94	8920.0	7881.0	368.0	4798.0	3255.0	1103.0	3324.0	5392.0	7135.0	6973.0	2273.0	6069.0	1473.0	8080.0	1721.0	2406.0	1999.0	3421.0	3725.0	91.0	366.0	5063.0	3943.0	2047.0	7337.0	7356.0	2301.0	5892.0	2066.0	317.0	3578.0	2159.0	1471.0	1577.0	371.0	8266.0	4243.0	4394.0	2991.0	7419.0	6620.0	4214.0	720.0	7585.0	2407.0
52	256	26	124	8912.0	7849.0	361.0	4784.0	3254.0	1032.0	3320.0	5360.0	7092.0	6954.0	2269.0	6020.0	1397.0	8061.0	1720.0	2333.0	1965.0	3429.0	3655.0	61.0	260.0	4989.0	3937.0	2042.0	7319.0	7360.0	2251.0	5833.0	2019.0	269.0	3569.0	2068.0	1374.0	1577.0	364.0	8262.0	4173.0	4396.0	2908.0	7423.0	6618.0	4208.0	578.0	7547.0	2368.0
52	57	26	31	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
53	256	27	124	8912.0	7849.0	363.0	4786.0	3252.0	1035.0	3321.0	5365.0	7094.0	6960.0	2269.0	6025.0	1396.0	8063.0	1721.0	2336.0	1966.0	3429.0	3658.0	65.0	264.0	4990.0	3940.0	2044.0	7358.0	7360.0	2253.0	5836.0	2023.0	270.0	3570.0	2073.0	1380.0	1578.0	365.0	8264.0	4174.0	4398.0	2911.0	7423.0	6618.0	4209.0	600.0	7550.0	2369.0
53	257	27	125	8911.0	7849.0	363.0	4787.0	3252.0	1036.0	3322.0	5362.0	7094.0	6960.0	2270.0	6025.0	1397.0	8064.0	1723.0	2336.0	1966.0	3430.0	3656.0	66.0	263.0	4990.0	3940.0	2044.0	7358.0	7361.0	2252.0	5858.0	2022.0	270.0	3570.0	2071.0	1378.0	1589.0	364.0	8263.0	4174.0	4398.0	2910.0	7424.0	6618.0	4209.0	599.0	7549.0	2368.0
53	57	27	31	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
53	373	27	159	8872.0	7802.0	359.0	4778.0	3250.0	1022.0	3319.0	5354.0	7089.0	6939.0	2267.0	5941.0	1390.0	8057.0	1704.0	2277.0	1882.0	3371.0	3584.0	35.0	258.0	4916.0	3931.0	1989.0	7279.0	7363.0	2241.0	5829.0	2023.0	258.0	3561.0	2062.0	1361.0	1578.0	323.0	8236.0	4079.0	4377.0	2906.0	7377.0	6545.0	4150.0	561.0	7517.0	2365.0
54	208	28	89	8920.0	7883.0	390.0	4802.0	3259.0	1134.0	3381.0	5387.0	7135.0	6978.0	2271.0	6091.0	1457.0	8084.0	1720.0	2566.0	2000.0	3427.0	3729.0	93.0	372.0	5062.0	3968.0	2055.0	7361.0	7361.0	2336.0	5901.0	2113.0	324.0	3579.0	2170.0	1472.0	1589.0	387.0	8270.0	4242.0	4399.0	2953.0	7421.0	6625.0	4214.0	717.0	7605.0	2410.0
54	58	28	32	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
54	172	28	63	9117.0	7960.0	455.0	4885.0	3266.0	1225.0	3570.0	5669.0	7155.0	7116.0	2351.0	6249.0	1419.0	8113.0	1880.0	2524.0	2144.0	3428.0	3790.0	114.0	450.0	5157.0	4129.0	2225.0	7403.0	7387.0	2526.0	6074.0	2131.0	366.0	3640.0	2314.0	1645.0	1584.0	387.0	8419.0	4319.0	4450.0	3046.0	7454.0	6666.0	4263.0	704.0	7626.0	2655.0
54	206	28	87	8920.0	7880.0	393.0	4808.0	3258.0	1133.0	3381.0	5377.0	7135.0	6979.0	2268.0	6090.0	1391.0	8099.0	1720.0	2570.0	1999.0	3424.0	3728.0	93.0	372.0	5061.0	3968.0	2062.0	7364.0	7369.0	2340.0	5905.0	2109.0	338.0	3577.0	2189.0	1474.0	1557.0	387.0	8272.0	4240.0	4399.0	2954.0	7421.0	6626.0	4214.0	712.0	7611.0	2412.0
54	173	28	64	9113.0	7949.0	455.0	4885.0	3265.0	1222.0	3526.0	5670.0	7155.0	7117.0	2352.0	6249.0	1640.0	8111.0	1882.0	2522.0	2141.0	3438.0	3790.0	111.0	449.0	5158.0	4128.0	2224.0	7401.0	7385.0	2514.0	6040.0	2132.0	362.0	3643.0	2314.0	1645.0	1583.0	386.0	8419.0	4319.0	4447.0	3047.0	7452.0	6666.0	4267.0	703.0	7625.0	2654.0
54	176	28	65	9111.0	7945.0	455.0	4886.0	3214.0	1220.0	3523.0	5574.0	7154.0	7117.0	2353.0	6248.0	1641.0	8110.0	1829.0	2520.0	2127.0	3441.0	3789.0	109.0	448.0	5156.0	4128.0	2169.0	7400.0	7383.0	2511.0	6037.0	2134.0	360.0	3646.0	2316.0	1502.0	1581.0	381.0	8342.0	4319.0	4443.0	3047.0	7450.0	6665.0	4276.0	701.0	7624.0	2609.0
54	59	28	33	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
55	172	29	63	9117.0	7991.0	456.0	4884.0	3266.0	1224.0	3571.0	5671.0	7203.0	7117.0	2353.0	6250.0	1418.0	8111.0	1882.0	2525.0	2146.0	3434.0	3790.0	116.0	451.0	5159.0	4130.0	2227.0	7403.0	7386.0	2525.0	6075.0	2131.0	364.0	3640.0	2313.0	1645.0	1585.0	388.0	8421.0	4320.0	4451.0	3046.0	7455.0	6667.0	4265.0	706.0	7627.0	2656.0
55	119	29	42	8973.0	20000.0	492.0	5035.0	3383.0	1251.0	20000.0	5680.0	7236.0	7124.0	2156.0	6345.0	20000.0	8162.0	20000.0	2601.0	20000.0	3570.0	3861.0	255.0	457.0	20000.0	20000.0	20000.0	7541.0	20000.0	2543.0	20000.0	2146.0	375.0	3739.0	2320.0	20000.0	1583.0	20000.0	8600.0	20000.0	4496.0	3268.0	7470.0	6745.0	4531.0	767.0	7702.0	2709.0
55	173	29	64	9113.0	7950.0	456.0	4884.0	3265.0	1222.0	3526.0	5671.0	7203.0	7118.0	2353.0	6249.0	1421.0	8110.0	1883.0	2523.0	2144.0	3438.0	3790.0	115.0	450.0	5159.0	4130.0	2225.0	7401.0	7383.0	2514.0	6040.0	2132.0	361.0	3643.0	2314.0	1645.0	1583.0	386.0	8421.0	4320.0	4448.0	3047.0	7453.0	6666.0	4268.0	704.0	7626.0	2655.0
55	59	29	33	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
56	373	30	159	8871.0	7800.0	358.0	4767.0	3215.0	1012.0	3317.0	5355.0	7088.0	6937.0	2265.0	5936.0	1388.0	8055.0	1696.0	2274.0	1881.0	3334.0	3617.0	34.0	250.0	4915.0	3928.0	1989.0	7277.0	7362.0	2240.0	5831.0	2013.0	254.0	3557.0	2062.0	1330.0	1577.0	325.0	8232.0	4077.0	4369.0	2909.0	7372.0	6542.0	4149.0	569.0	7516.0	2364.0
56	60	30	34	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
57	256	31	124	8911.0	7838.0	360.0	4782.0	3218.0	1029.0	3317.0	5361.0	7090.0	6945.0	2264.0	6020.0	1395.0	8059.0	1716.0	2331.0	1963.0	3427.0	3654.0	63.0	258.0	4984.0	3931.0	2036.0	7283.0	7356.0	2248.0	5828.0	2017.0	265.0	3566.0	2073.0	1371.0	1555.0	349.0	8259.0	4145.0	4395.0	2910.0	7425.0	6615.0	4201.0	601.0	7546.0	2367.0
57	373	31	159	8872.0	7800.0	358.0	4772.0	3214.0	1014.0	3317.0	5354.0	7089.0	6936.0	2265.0	5938.0	1386.0	8056.0	1703.0	2276.0	1882.0	3335.0	3615.0	34.0	250.0	4915.0	3929.0	1989.0	7277.0	7362.0	2240.0	5835.0	2013.0	256.0	3556.0	2063.0	1335.0	1557.0	325.0	8233.0	4078.0	4368.0	2910.0	7373.0	6541.0	4151.0	594.0	7517.0	2364.0
57	381	31	165	8869.0	7803.0	354.0	4776.0	3208.0	1028.0	3315.0	5350.0	7089.0	6942.0	2263.0	5939.0	1375.0	8053.0	1711.0	2274.0	1885.0	3338.0	3595.0	36.0	250.0	4917.0	3925.0	1956.0	7276.0	7363.0	2240.0	5839.0	2023.0	252.0	3563.0	2062.0	1325.0	1553.0	328.0	8251.0	4059.0	4358.0	2913.0	7366.0	6541.0	4148.0	545.0	7506.0	2363.0
57	371	31	157	8871.0	7798.0	355.0	4772.0	3209.0	1010.0	3314.0	5351.0	7087.0	6936.0	2262.0	5941.0	1385.0	8055.0	1710.0	2279.0	1879.0	3341.0	3587.0	30.0	246.0	4915.0	3926.0	1989.0	7273.0	7354.0	2236.0	5819.0	2017.0	258.0	3552.0	2063.0	1363.0	1552.0	325.0	8239.0	4078.0	4369.0	2870.0	7373.0	6542.0	4152.0	592.0	7517.0	2363.0
57	61	31	35	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
57	254	31	122	8912.0	7835.0	360.0	4780.0	3217.0	1028.0	3317.0	5361.0	7090.0	6945.0	2262.0	6022.0	1391.0	8059.0	1714.0	2331.0	1959.0	3421.0	3655.0	60.0	258.0	4983.0	3928.0	2035.0	7282.0	7354.0	2247.0	5827.0	2019.0	265.0	3567.0	2073.0	1375.0	1553.0	348.0	8262.0	4146.0	4393.0	2912.0	7423.0	6618.0	4200.0	601.0	7546.0	2366.0
57	385	31	169	8865.0	7806.0	354.0	4778.0	3206.0	1031.0	3316.0	5346.0	7089.0	6945.0	2263.0	5943.0	1374.0	8052.0	1712.0	2271.0	1884.0	3336.0	3592.0	38.0	251.0	4924.0	3916.0	1929.0	7274.0	7377.0	2241.0	5841.0	1992.0	235.0	3567.0	2063.0	1311.0	1549.0	295.0	8253.0	4053.0	4351.0	2915.0	7362.0	6541.0	4146.0	539.0	7493.0	2362.0
57	208	31	89	8917.0	7885.0	388.0	4798.0	3260.0	1110.0	3377.0	5361.0	7131.0	6977.0	2268.0	6081.0	1391.0	8081.0	1718.0	2565.0	1996.0	3423.0	3728.0	91.0	371.0	5052.0	3942.0	2049.0	7340.0	7359.0	2310.0	5900.0	2097.0	338.0	3577.0	2167.0	1472.0	1558.0	388.0	8267.0	4239.0	4396.0	2948.0	7420.0	6623.0	4212.0	716.0	7605.0	2371.0
57	255	31	123	8911.0	7837.0	361.0	4781.0	3218.0	1028.0	3318.0	5362.0	7091.0	6945.0	2264.0	6021.0	1392.0	8059.0	1716.0	2331.0	1961.0	3425.0	3655.0	62.0	258.0	4984.0	3930.0	2036.0	7283.0	7358.0	2247.0	5828.0	2018.0	265.0	3567.0	2073.0	1372.0	1556.0	349.0	8261.0	4146.0	4394.0	2911.0	7424.0	6616.0	4202.0	601.0	7545.0	2367.0
58	385	32	169	8868.0	7849.0	354.0	4779.0	3207.0	1031.0	3318.0	5343.0	7090.0	6945.0	2264.0	5945.0	1373.0	8055.0	1713.0	2276.0	1887.0	3342.0	3593.0	45.0	252.0	4927.0	3921.0	1932.0	7275.0	7362.0	2242.0	5843.0	1993.0	230.0	3568.0	2064.0	1320.0	1550.0	300.0	8254.0	4055.0	4353.0	2915.0	7363.0	6563.0	4148.0	540.0	7496.0	2363.0
58	62	32	36	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
58	137	32	54	8924.0	8003.0	459.0	4885.0	3277.0	1259.0	3585.0	5434.0	7233.0	7118.0	2355.0	6255.0	1614.0	8120.0	1796.0	2527.0	2153.0	3429.0	3797.0	159.0	20000.0	5164.0	4213.0	2246.0	7480.0	7396.0	2594.0	20000.0	2131.0	384.0	3635.0	2314.0	1693.0	1717.0	435.0	20000.0	20000.0	4472.0	3048.0	7481.0	6660.0	4239.0	709.0	7595.0	2689.0
58	170	32	61	9133.0	8000.0	457.0	4884.0	3273.0	1258.0	3421.0	5430.0	7204.0	7115.0	2352.0	6253.0	1422.0	8119.0	1790.0	2527.0	2146.0	3422.0	3793.0	157.0	20000.0	5160.0	4142.0	2242.0	7413.0	7357.0	2592.0	5945.0	2129.0	411.0	3637.0	2309.0	1648.0	1687.0	433.0	8507.0	4390.0	4467.0	3044.0	7462.0	6661.0	4232.0	709.0	7595.0	2658.0
58	172	32	63	9169.0	7993.0	457.0	4884.0	3268.0	1224.0	3579.0	5673.0	7203.0	7119.0	2353.0	6251.0	1637.0	8112.0	1884.0	2525.0	2148.0	3436.0	3791.0	161.0	460.0	5160.0	4137.0	2274.0	7416.0	7383.0	2526.0	20000.0	2132.0	368.0	3641.0	2314.0	1647.0	1626.0	433.0	8481.0	4326.0	4451.0	3046.0	7459.0	6775.0	4241.0	710.0	7661.0	2658.0
59	63	33	37	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
60	372	34	158	8870.0	7798.0	351.0	4766.0	3209.0	1008.0	3314.0	5349.0	7087.0	6931.0	2262.0	5936.0	1373.0	8053.0	1707.0	2276.0	1881.0	3334.0	3594.0	29.0	244.0	4914.0	3926.0	1981.0	7272.0	7358.0	2236.0	5832.0	2012.0	230.0	3549.0	2063.0	1331.0	1552.0	325.0	8231.0	4076.0	4367.0	2868.0	7371.0	6538.0	4151.0	592.0	7515.0	2364.0
60	373	34	159	8870.0	7799.0	354.0	4766.0	3211.0	1010.0	3316.0	5350.0	7087.0	6930.0	2263.0	5933.0	1383.0	8054.0	1695.0	2275.0	1882.0	3332.0	3614.0	31.0	244.0	4914.0	3927.0	1966.0	7274.0	7361.0	2239.0	5835.0	2009.0	231.0	3551.0	2063.0	1328.0	1554.0	326.0	8231.0	4076.0	4367.0	2869.0	7371.0	6537.0	4151.0	594.0	7515.0	2364.0
