alnA	alnB	A	B	YKR014C_44	YKR014C_69	YKR014C_10	YKR014C_62	YKR014C_08	YKR014C_49	YKR014C_12	YKR014C_11	YKR014C_06	YKR014C_52	YKR014C_50	YKR014C_70	YKR014C_67	YKR014C_28	YKR014C_61	YKR014C_34	YKR014C_43	YKR014C_01	YKR014C_32	YKR014C_30	YKR014C_21	YKR014C_56	YKR014C_13	YKR014C_64	YKR014C_55	YKR014C_15	YKR014C_36	YKR014C_18	YKR014C_51	YKR014C_05	YKR014C_47	YKR014C_20	YKR014C_31	YKR014C_26	YKR014C_29	YKR014C_33	YKR014C_38	YKR014C_40	YKR014C_66	YKR014C_25	YKR014C_39	YKR014C_58	YKR014C_19	YKR014C_24	YKR014C_42	YKR014C_41	YKR014C_63	YKR014C_37	YKR014C_07	YKR014C_59	YKR014C_54	YKR014C_53	YKR014C_45	YKR014C_27	YKR014C_46	YKR014C_48	YKR014C_14	YKR014C_16	YKR014C_22	YKR014C_68	YKR014C_60	YKR014C_35	YKR014C_09	YKR014C_57	YKR014C_02	YKR014C_04	YKR014C_03
46	170	6	62	6746.0	682.0	1246.0	810.0	409.0	4235.0	4186.0	3966.0	6329.0	1651.0	4572.0	2604.0	3621.0	913.0	693.0	1791.0	6519.0	372.0	763.0	2204.0	1732.0	249.0	390.0	960.0	319.0	6074.0	140.0	1074.0	159.0	519.0	1697.0	2970.0	2104.0	3283.0	1795.0	6731.0	2384.0	3725.0	1868.0	5442.0	1643.0	2267.0	1289.0	2156.0	3549.0	181.0	945.0	613.0	2959.0	1219.0	2903.0	2258.0	2083.0	1643.0	6674.0	2619.0	810.0	6231.0	6236.0	1973.0	2789.0	542.0	862.0	3370.0	5212.0	1713.0	536.0
46	171	6	63	6748.0	685.0	1246.0	811.0	410.0	4236.0	4188.0	3968.0	6340.0	1653.0	4574.0	2621.0	3625.0	912.0	693.0	1792.0	6520.0	372.0	765.0	2207.0	1740.0	250.0	391.0	960.0	333.0	6075.0	141.0	1079.0	161.0	537.0	1697.0	2974.0	2105.0	3284.0	1862.0	6731.0	2384.0	3726.0	1871.0	5443.0	1644.0	2266.0	1295.0	2158.0	3743.0	190.0	946.0	615.0	2962.0	1221.0	2957.0	2261.0	2088.0	1645.0	6678.0	2619.0	811.0	6234.0	6233.0	1973.0	2838.0	543.0	861.0	3373.0	5216.0	1651.0	538.0
46	173	6	65	6767.0	695.0	1246.0	813.0	412.0	4241.0	4226.0	3970.0	6370.0	1654.0	4578.0	2630.0	3627.0	911.0	694.0	1794.0	6521.0	369.0	808.0	2293.0	1815.0	250.0	393.0	962.0	387.0	6074.0	141.0	1083.0	178.0	538.0	1700.0	3014.0	2106.0	3286.0	1983.0	6729.0	2383.0	3725.0	1875.0	5447.0	1646.0	2265.0	1301.0	2160.0	3754.0	199.0	947.0	616.0	2959.0	1230.0	2957.0	2301.0	2091.0	1666.0	6684.0	2618.0	808.0	6240.0	6228.0	1967.0	2838.0	543.0	860.0	3378.0	5226.0	1645.0	542.0
46	206	6	86	6877.0	838.0	1270.0	834.0	443.0	4232.0	4218.0	3928.0	6474.0	1656.0	4595.0	2664.0	3741.0	923.0	752.0	1789.0	6526.0	378.0	801.0	2276.0	1880.0	304.0	425.0	1072.0	364.0	6066.0	245.0	1126.0	180.0	603.0	1836.0	3042.0	2113.0	3480.0	1974.0	6736.0	2385.0	3755.0	1933.0	5572.0	1717.0	2233.0	1448.0	2185.0	3977.0	132.0	949.0	614.0	2975.0	1270.0	2902.0	2318.0	2156.0	1668.0	6758.0	2730.0	831.0	6601.0	6229.0	1945.0	2864.0	557.0	865.0	3429.0	5295.0	1626.0	624.0
46	54	6	14	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
46	172	6	64	6758.0	689.0	1246.0	812.0	412.0	4239.0	4226.0	3969.0	6362.0	1653.0	4577.0	2625.0	3626.0	911.0	693.0	1793.0	6520.0	369.0	807.0	2295.0	1814.0	250.0	393.0	961.0	337.0	6075.0	141.0	1081.0	164.0	537.0	1699.0	3012.0	2105.0	3285.0	1866.0	6730.0	2384.0	3726.0	1873.0	5445.0	1645.0	2266.0	1298.0	2159.0	3749.0	193.0	946.0	615.0	2962.0	1229.0	2957.0	2303.0	2090.0	1668.0	6680.0	2618.0	809.0	6236.0	6230.0	1970.0	2838.0	543.0	860.0	3377.0	5224.0	1648.0	540.0
46	208	6	88	6880.0	839.0	1269.0	836.0	445.0	4232.0	4218.0	3925.0	6459.0	1654.0	4595.0	2669.0	3745.0	921.0	752.0	1780.0	6523.0	378.0	800.0	2277.0	1882.0	303.0	426.0	1074.0	362.0	6065.0	245.0	1122.0	178.0	641.0	1838.0	3040.0	2114.0	3474.0	1966.0	6733.0	2386.0	3762.0	1927.0	5572.0	1716.0	2229.0	1447.0	2185.0	3965.0	132.0	943.0	593.0	2977.0	1268.0	2906.0	2318.0	2155.0	1667.0	6757.0	2727.0	847.0	6601.0	6229.0	1943.0	2862.0	558.0	865.0	3429.0	5294.0	1622.0	622.0
46	58	6	18	20000.0	20000.0	20000.0	20000.0	20000.0	4504.0	20000.0	20000.0	6607.0	1787.0	20000.0	20000.0	20000.0	20000.0	1000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	329.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	2468.0	20000.0	1879.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	305.0	20000.0	586.0	20000.0	1541.0	20000.0	2267.0	20000.0	2070.0	20000.0	3014.0	20000.0	20000.0	20000.0	20000.0	2963.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
46	57	6	17	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	314.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
47	54	7	14	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
47	206	7	86	6875.0	839.0	1273.0	834.0	443.0	4229.0	4231.0	3927.0	6472.0	1656.0	4595.0	2666.0	3741.0	932.0	717.0	1787.0	6525.0	378.0	801.0	2275.0	1882.0	306.0	425.0	1071.0	364.0	6067.0	245.0	1127.0	179.0	603.0	1835.0	3043.0	2113.0	3482.0	1973.0	6733.0	2385.0	3763.0	1935.0	5572.0	1718.0	2236.0	1448.0	2186.0	3967.0	133.0	956.0	612.0	2976.0	1270.0	2905.0	2317.0	2167.0	1668.0	6759.0	2732.0	845.0	6603.0	6226.0	1945.0	2865.0	559.0	865.0	3430.0	5297.0	1623.0	624.0
47	207	7	87	6877.0	840.0	1274.0	834.0	444.0	4230.0	4228.0	3924.0	6466.0	1655.0	4595.0	2669.0	3742.0	925.0	716.0	1782.0	6523.0	378.0	801.0	2276.0	1883.0	308.0	425.0	1072.0	363.0	6067.0	244.0	1125.0	178.0	604.0	1837.0	3046.0	2114.0	3482.0	1969.0	6733.0	2385.0	3764.0	1932.0	5572.0	1718.0	2232.0	1448.0	2187.0	3966.0	134.0	949.0	610.0	2977.0	1269.0	2906.0	2317.0	2166.0	1668.0	6759.0	2731.0	846.0	6602.0	6226.0	1943.0	2864.0	558.0	865.0	3431.0	5295.0	1622.0	623.0
47	208	7	88	6879.0	841.0	1274.0	835.0	445.0	4229.0	4224.0	3923.0	6459.0	1654.0	4595.0	2670.0	3743.0	922.0	716.0	1778.0	6522.0	378.0	801.0	2277.0	1884.0	305.0	427.0	1074.0	361.0	6066.0	245.0	1123.0	177.0	609.0	1838.0	3043.0	2115.0	3479.0	1967.0	6731.0	2387.0	3765.0	1927.0	5572.0	1717.0	2230.0	1447.0	2187.0	3965.0	133.0	946.0	593.0	2978.0	1268.0	2909.0	2317.0	2166.0	1668.0	6758.0	2728.0	849.0	6602.0	6226.0	1942.0	2862.0	559.0	866.0	3430.0	5295.0	1620.0	622.0
47	173	7	65	6767.0	735.0	1291.0	817.0	412.0	4241.0	4226.0	3970.0	6371.0	1653.0	4582.0	2674.0	3626.0	911.0	666.0	1795.0	6521.0	367.0	808.0	2292.0	1814.0	250.0	392.0	1029.0	387.0	6074.0	141.0	1080.0	207.0	537.0	1697.0	3014.0	2106.0	3287.0	1983.0	6727.0	2383.0	3725.0	1873.0	5443.0	1645.0	2265.0	1298.0	2159.0	3880.0	201.0	947.0	617.0	2990.0	1237.0	2956.0	2301.0	2092.0	1666.0	6753.0	2616.0	806.0	6241.0	6227.0	1966.0	2838.0	543.0	860.0	3381.0	5227.0	1641.0	544.0
47	226	7	103	6876.0	831.0	1264.0	832.0	406.0	4221.0	4206.0	3925.0	6444.0	1650.0	4570.0	2621.0	3756.0	914.0	713.0	1769.0	6499.0	374.0	805.0	2273.0	1880.0	263.0	424.0	1059.0	354.0	6053.0	202.0	1115.0	176.0	602.0	1726.0	3034.0	2109.0	3470.0	1955.0	6723.0	2391.0	3696.0	1917.0	5566.0	1668.0	2225.0	1420.0	2185.0	3954.0	130.0	936.0	586.0	2931.0	1261.0	2906.0	2320.0	2154.0	1663.0	6754.0	2719.0	849.0	6598.0	6217.0	1945.0	2844.0	560.0	862.0	3422.0	5294.0	1595.0	623.0
47	205	7	85	6872.0	838.0	1272.0	833.0	442.0	4230.0	4233.0	3927.0	6473.0	1655.0	4595.0	2664.0	3739.0	935.0	714.0	1789.0	6526.0	377.0	801.0	2275.0	1881.0	306.0	424.0	1071.0	366.0	6068.0	237.0	1130.0	180.0	602.0	1834.0	3044.0	2112.0	3483.0	1974.0	6734.0	2384.0	3754.0	1934.0	5571.0	1718.0	2238.0	1448.0	2185.0	3966.0	132.0	957.0	613.0	2975.0	1270.0	2902.0	2317.0	2167.0	1668.0	6759.0	2732.0	828.0	6605.0	6226.0	1946.0	2865.0	558.0	865.0	3430.0	5296.0	1625.0	624.0
47	195	7	79	6848.0	834.0	1278.0	831.0	420.0	4235.0	4236.0	3932.0	6509.0	1656.0	4586.0	2664.0	3737.0	923.0	722.0	1792.0	6529.0	377.0	804.0	2276.0	1877.0	303.0	419.0	1069.0	379.0	6066.0	224.0	1176.0	188.0	601.0	1840.0	3041.0	2110.0	3475.0	1968.0	6729.0	2383.0	3767.0	1940.0	5573.0	1716.0	2248.0	1443.0	2184.0	3989.0	133.0	957.0	617.0	2975.0	1265.0	2905.0	2313.0	2166.0	1665.0	6760.0	2736.0	825.0	6617.0	6221.0	1952.0	2868.0	560.0	864.0	3425.0	5306.0	1637.0	626.0
47	230	7	107	6845.0	832.0	1263.0	826.0	406.0	4220.0	4202.0	3933.0	6444.0	1651.0	4570.0	2619.0	3721.0	913.0	712.0	1769.0	6522.0	372.0	809.0	2237.0	1869.0	265.0	420.0	1060.0	352.0	6051.0	201.0	1127.0	177.0	601.0	1723.0	3034.0	2110.0	3482.0	1961.0	6724.0	2384.0	3698.0	1906.0	5563.0	1645.0	2225.0	1421.0	2181.0	3955.0	130.0	990.0	615.0	2934.0	1263.0	2902.0	2320.0	2154.0	1663.0	6752.0	2720.0	844.0	6596.0	6217.0	1946.0	2833.0	559.0	861.0	3421.0	5307.0	1593.0	562.0
47	191	7	75	6843.0	833.0	1293.0	830.0	418.0	4239.0	4231.0	3943.0	6514.0	1657.0	4584.0	2667.0	3734.0	915.0	723.0	1793.0	6528.0	377.0	804.0	2278.0	1929.0	273.0	415.0	1070.0	382.0	6067.0	224.0	1182.0	190.0	555.0	1843.0	3041.0	2110.0	3470.0	1965.0	6721.0	2379.0	3776.0	1978.0	5571.0	1673.0	2254.0	1423.0	2180.0	3990.0	138.0	956.0	617.0	2977.0	1261.0	2909.0	2311.0	2170.0	1663.0	6759.0	2652.0	822.0	6627.0	6219.0	1957.0	2861.0	561.0	862.0	3421.0	5313.0	1640.0	595.0
47	52	7	12	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
48	226	8	103	6852.0	832.0	1265.0	831.0	408.0	4221.0	4207.0	3923.0	6444.0	1651.0	4588.0	2622.0	3733.0	915.0	710.0	1768.0	6497.0	374.0	804.0	2273.0	1882.0	262.0	422.0	1062.0	354.0	6055.0	228.0	1118.0	176.0	602.0	1727.0	3035.0	2110.0	3471.0	1958.0	6722.0	2391.0	3698.0	1908.0	5568.0	1669.0	2225.0	1424.0	2186.0	3954.0	131.0	936.0	584.0	2931.0	1260.0	2908.0	2320.0	2155.0	1664.0	6754.0	2721.0	850.0	6599.0	6217.0	1945.0	2844.0	560.0	862.0	3424.0	5301.0	1608.0	623.0
48	52	8	12	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
48	208	8	88	6879.0	842.0	1275.0	834.0	445.0	4227.0	4224.0	3921.0	6456.0	1655.0	4595.0	2671.0	3741.0	925.0	715.0	1777.0	6501.0	378.0	801.0	2277.0	1885.0	317.0	427.0	1074.0	362.0	6067.0	244.0	1125.0	178.0	605.0	1837.0	3045.0	2116.0	3479.0	1968.0	6730.0	2387.0	3769.0	1927.0	5573.0	1718.0	2230.0	1447.0	2188.0	3965.0	134.0	946.0	598.0	2978.0	1268.0	2910.0	2317.0	2167.0	1668.0	6758.0	2728.0	851.0	6603.0	6225.0	1942.0	2862.0	559.0	867.0	3432.0	5298.0	1619.0	622.0
48	222	8	100	6880.0	834.0	1266.0	834.0	407.0	4222.0	4218.0	3919.0	6444.0	1649.0	4591.0	2635.0	3731.0	919.0	712.0	1769.0	6498.0	374.0	800.0	2273.0	1892.0	262.0	424.0	1064.0	355.0	6054.0	227.0	1117.0	174.0	603.0	1728.0	3036.0	2112.0	3470.0	1955.0	6723.0	2394.0	3763.0	1918.0	5568.0	1670.0	2226.0	1425.0	2190.0	3955.0	130.0	934.0	579.0	2930.0	1260.0	2911.0	2320.0	2159.0	1664.0	6756.0	2721.0	851.0	6599.0	6218.0	1944.0	2844.0	561.0	863.0	3424.0	5297.0	1608.0	623.0
48	221	8	99	6879.0	831.0	1266.0	835.0	405.0	4221.0	4217.0	3911.0	6442.0	1648.0	4569.0	2627.0	3731.0	916.0	712.0	1767.0	6495.0	373.0	800.0	2272.0	1893.0	249.0	421.0	1065.0	354.0	6055.0	226.0	1116.0	173.0	603.0	1837.0	3034.0	2111.0	3468.0	1953.0	6721.0	2394.0	3695.0	1918.0	5567.0	1670.0	2224.0	1423.0	2187.0	3954.0	129.0	932.0	578.0	2929.0	1260.0	2910.0	2319.0	2154.0	1663.0	6755.0	2720.0	851.0	6598.0	6217.0	1943.0	2845.0	562.0	863.0	3423.0	5292.0	1607.0	623.0
49	208	9	88	6877.0	844.0	1277.0	832.0	444.0	4224.0	4224.0	3918.0	6454.0	1656.0	4595.0	2671.0	3736.0	927.0	713.0	1776.0	6498.0	378.0	801.0	2276.0	1886.0	274.0	428.0	1073.0	362.0	6068.0	238.0	1126.0	177.0	603.0	1836.0	3045.0	2118.0	3481.0	1967.0	6728.0	2388.0	3773.0	1924.0	5572.0	1719.0	2233.0	1447.0	2189.0	3964.0	136.0	947.0	588.0	2978.0	1267.0	2912.0	2316.0	2167.0	1668.0	6758.0	2729.0	853.0	6605.0	6224.0	1942.0	2862.0	559.0	867.0	3434.0	5299.0	1618.0	623.0
49	221	9	99	6879.0	822.0	1269.0	833.0	406.0	4220.0	4216.0	3911.0	6442.0	1649.0	4591.0	2631.0	3730.0	919.0	710.0	1767.0	6494.0	374.0	800.0	2272.0	1893.0	250.0	421.0	1066.0	355.0	6056.0	226.0	1117.0	173.0	602.0	1675.0	3036.0	2112.0	3469.0	1955.0	6720.0	2395.0	3747.0	1909.0	5567.0	1671.0	2225.0	1428.0	2190.0	3954.0	131.0	934.0	578.0	2929.0	1260.0	2911.0	2318.0	2158.0	1663.0	6755.0	2722.0	851.0	6600.0	6216.0	1944.0	2844.0	561.0	864.0	3425.0	5295.0	1609.0	624.0
49	217	9	95	6884.0	821.0	1272.0	835.0	407.0	4220.0	4215.0	3906.0	6441.0	1650.0	4592.0	2635.0	3729.0	919.0	709.0	1767.0	6493.0	375.0	796.0	2274.0	1817.0	261.0	422.0	1078.0	356.0	6063.0	227.0	1117.0	171.0	607.0	1841.0	3038.0	2115.0	3467.0	1952.0	6721.0	2395.0	3769.0	1900.0	5568.0	1675.0	2226.0	1424.0	2190.0	3954.0	132.0	934.0	573.0	2925.0	1260.0	2914.0	2318.0	2157.0	1663.0	6756.0	2721.0	852.0	6599.0	6218.0	1940.0	2851.0	560.0	864.0	3425.0	5292.0	1607.0	612.0
49	177	9	67	6758.0	732.0	1296.0	827.0	411.0	4243.0	4225.0	3969.0	6372.0	1652.0	4588.0	2673.0	3624.0	910.0	662.0	1795.0	6521.0	364.0	782.0	2228.0	1814.0	251.0	392.0	1032.0	385.0	6072.0	138.0	1078.0	195.0	538.0	1695.0	3016.0	2107.0	3466.0	1959.0	6678.0	2382.0	3651.0	1871.0	5440.0	1645.0	2217.0	1299.0	2157.0	3993.0	230.0	952.0	616.0	2964.0	1246.0	2949.0	2300.0	2176.0	1663.0	6755.0	2608.0	801.0	6634.0	6220.0	1962.0	2837.0	510.0	861.0	3415.0	5308.0	1640.0	550.0
49	54	9	14	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
50	177	10	67	6770.0	733.0	1302.0	827.0	411.0	4243.0	4225.0	3970.0	6373.0	1650.0	4589.0	2673.0	3623.0	911.0	661.0	1794.0	6523.0	364.0	768.0	2227.0	1812.0	250.0	393.0	1033.0	386.0	6071.0	138.0	1078.0	195.0	537.0	1695.0	3018.0	2107.0	3465.0	1957.0	6676.0	2383.0	3650.0	1871.0	5439.0	1644.0	2216.0	1299.0	2156.0	3993.0	229.0	955.0	616.0	2958.0	1246.0	2949.0	2301.0	2174.0	1663.0	6755.0	2607.0	800.0	6636.0	6220.0	1962.0	2837.0	510.0	862.0	3417.0	5321.0	1638.0	554.0
50	213	10	93	6884.0	822.0	1274.0	832.0	408.0	4220.0	4217.0	3906.0	6441.0	1650.0	4594.0	2641.0	3728.0	922.0	707.0	1768.0	6491.0	375.0	796.0	2274.0	1887.0	262.0	454.0	1077.0	358.0	6071.0	231.0	1119.0	169.0	608.0	1842.0	3043.0	2122.0	3467.0	1954.0	6722.0	2392.0	3770.0	1896.0	5570.0	1677.0	2228.0	1427.0	2192.0	3955.0	134.0	937.0	572.0	2921.0	1261.0	2919.0	2315.0	2158.0	1665.0	6755.0	2725.0	856.0	6600.0	6219.0	1938.0	2853.0	558.0	865.0	3430.0	5292.0	1608.0	609.0
51	213	11	93	6883.0	820.0	1277.0	823.0	408.0	4218.0	4217.0	3907.0	6440.0	1649.0	4594.0	2642.0	3727.0	923.0	707.0	1767.0	6490.0	374.0	795.0	2276.0	1886.0	260.0	456.0	1077.0	360.0	6070.0	232.0	1121.0	167.0	606.0	1664.0	3044.0	2165.0	3468.0	1956.0	6720.0	2392.0	3772.0	1894.0	5571.0	1676.0	2229.0	1445.0	2192.0	3955.0	134.0	939.0	573.0	2920.0	1260.0	2919.0	2313.0	2160.0	1664.0	6755.0	2726.0	855.0	6602.0	6219.0	1939.0	2853.0	558.0	866.0	3432.0	5292.0	1611.0	608.0
51	210	11	90	6879.0	847.0	1279.0	830.0	448.0	4220.0	4220.0	3911.0	6443.0	1653.0	4594.0	2676.0	3731.0	926.0	709.0	1770.0	6492.0	376.0	799.0	2277.0	1886.0	265.0	456.0	1076.0	362.0	6067.0	235.0	1125.0	172.0	606.0	1837.0	3045.0	2186.0	3474.0	1962.0	6723.0	2390.0	3776.0	1924.0	5572.0	1722.0	2233.0	1448.0	2193.0	3958.0	138.0	944.0	579.0	2921.0	1262.0	2917.0	2314.0	2166.0	1665.0	6757.0	2729.0	856.0	6609.0	6221.0	1941.0	2856.0	559.0	869.0	3437.0	5296.0	1615.0	610.0
51	256	11	123	6873.0	848.0	1277.0	809.0	413.0	4218.0	4218.0	3908.0	6441.0	1667.0	4570.0	2636.0	3732.0	923.0	706.0	1768.0	6489.0	385.0	797.0	2238.0	1880.0	267.0	443.0	1065.0	363.0	6070.0	283.0	1123.0	168.0	607.0	1674.0	3047.0	2155.0	3477.0	1997.0	6723.0	2390.0	3773.0	1897.0	5533.0	1667.0	2228.0	1447.0	2189.0	3956.0	144.0	942.0	579.0	2920.0	1276.0	2914.0	2312.0	2162.0	1664.0	6760.0	2726.0	851.0	6607.0	6220.0	1938.0	2836.0	555.0	866.0	3449.0	5292.0	1618.0	596.0
51	257	11	124	6874.0	850.0	1279.0	808.0	412.0	4219.0	4218.0	3908.0	6442.0	1668.0	4568.0	2639.0	3731.0	923.0	707.0	1767.0	6490.0	384.0	797.0	2240.0	1879.0	268.0	445.0	1065.0	364.0	6074.0	283.0	1122.0	170.0	607.0	1674.0	3050.0	2154.0	3475.0	2000.0	6725.0	2391.0	3773.0	1898.0	5532.0	1667.0	2229.0	1445.0	2190.0	3957.0	144.0	943.0	577.0	2916.0	1275.0	2916.0	2313.0	2165.0	1665.0	6759.0	2727.0	852.0	6613.0	6222.0	1937.0	2835.0	555.0	866.0	3448.0	5291.0	1619.0	596.0
52	210	12	90	6877.0	848.0	1281.0	825.0	449.0	4218.0	4219.0	3911.0	6442.0	1652.0	4594.0	2677.0	3730.0	926.0	709.0	1769.0	6492.0	375.0	798.0	2277.0	1885.0	262.0	457.0	1074.0	363.0	6065.0	234.0	1126.0	171.0	607.0	1836.0	3046.0	2187.0	3474.0	1962.0	6722.0	2392.0	3777.0	1924.0	5571.0	1725.0	2238.0	1448.0	2193.0	3958.0	139.0	944.0	578.0	2920.0	1261.0	2918.0	2313.0	2166.0	1664.0	6756.0	2730.0	856.0	6613.0	6220.0	1942.0	2855.0	559.0	870.0	3438.0	5296.0	1615.0	609.0
52	257	12	124	6874.0	852.0	1280.0	806.0	412.0	4217.0	4217.0	3908.0	6440.0	1668.0	4567.0	2642.0	3731.0	923.0	707.0	1767.0	6490.0	381.0	797.0	2238.0	1878.0	266.0	445.0	1064.0	367.0	6073.0	282.0	1122.0	169.0	603.0	1673.0	3049.0	2151.0	3476.0	1996.0	6723.0	2392.0	3774.0	1898.0	5532.0	1668.0	2231.0	1446.0	2189.0	3957.0	144.0	943.0	577.0	2915.0	1276.0	2917.0	2311.0	2166.0	1664.0	6759.0	2728.0	853.0	6615.0	6221.0	1938.0	2834.0	556.0	867.0	3449.0	5291.0	1591.0	595.0
52	208	12	88	6871.0	848.0	1280.0	827.0	444.0	4219.0	4221.0	3913.0	6444.0	1656.0	4592.0	2672.0	3732.0	928.0	709.0	1772.0	6493.0	377.0	800.0	2277.0	1884.0	266.0	457.0	1072.0	366.0	6059.0	235.0	1130.0	174.0	602.0	1834.0	3046.0	2188.0	3488.0	1965.0	6724.0	2390.0	3780.0	1923.0	5570.0	1723.0	2241.0	1447.0	2191.0	3963.0	139.0	951.0	585.0	2923.0	1262.0	2916.0	2313.0	2168.0	1663.0	6757.0	2732.0	855.0	6652.0	6220.0	1943.0	2857.0	559.0	871.0	3440.0	5299.0	1617.0	613.0
52	209	12	89	6875.0	849.0	1281.0	826.0	447.0	4219.0	4220.0	3912.0	6443.0	1654.0	4594.0	2675.0	3731.0	927.0	709.0	1770.0	6492.0	376.0	799.0	2277.0	1885.0	264.0	457.0	1073.0	364.0	6064.0	235.0	1128.0	173.0	603.0	1835.0	3047.0	2187.0	3487.0	1964.0	6724.0	2391.0	3778.0	1924.0	5570.0	1724.0	2239.0	1448.0	2193.0	3962.0	139.0	946.0	583.0	2921.0	1262.0	2918.0	2313.0	2168.0	1664.0	6757.0	2731.0	856.0	6617.0	6220.0	1942.0	2856.0	559.0	871.0	3439.0	5298.0	1617.0	610.0
52	213	12	93	6881.0	819.0	1279.0	820.0	407.0	4217.0	4216.0	3907.0	6439.0	1649.0	4568.0	2643.0	3726.0	923.0	707.0	1766.0	6490.0	373.0	795.0	2276.0	1831.0	251.0	457.0	1076.0	360.0	6067.0	231.0	1121.0	165.0	606.0	1664.0	3044.0	2166.0	3468.0	1956.0	6720.0	2395.0	3772.0	1892.0	5570.0	1676.0	2230.0	1445.0	2192.0	3956.0	135.0	940.0	573.0	2919.0	1260.0	2920.0	2312.0	2161.0	1663.0	6755.0	2726.0	855.0	6604.0	6219.0	1939.0	2848.0	558.0	867.0	3434.0	5292.0	1592.0	606.0
