alnA	alnB	A	B	YBR264C_51	YBR264C_41	YBR264C_67	YBR264C_56	YBR264C_53	YBR264C_48	YBR264C_21	YBR264C_29	YBR264C_35	YBR264C_49	YBR264C_26	YBR264C_33	YBR264C_27	YBR264C_66	YBR264C_05	YBR264C_25	YBR264C_22	YBR264C_69	YBR264C_11	YBR264C_52	YBR264C_20	YBR264C_23	YBR264C_18	YBR264C_09	YBR264C_42	YBR264C_40	YBR264C_13	YBR264C_31	YBR264C_19	YBR264C_50	YBR264C_38	YBR264C_28	YBR264C_16	YBR264C_01	YBR264C_59	YBR264C_61	YBR264C_06	YBR264C_60	YBR264C_44	YBR264C_64	YBR264C_34	YBR264C_30	YBR264C_68	YBR264C_43	YBR264C_12	YBR264C_70	YBR264C_54	YBR264C_37	YBR264C_15	YBR264C_47	YBR264C_10	YBR264C_62	YBR264C_17	YBR264C_07	YBR264C_39	YBR264C_65	YBR264C_63	YBR264C_24	YBR264C_14	YBR264C_02	YBR264C_58	YBR264C_08	YBR264C_03	YBR264C_46	YBR264C_04
45	173	6	64	2533.0	1778.0	2034.0	3169.0	6240.0	3415.0	7647.0	4242.0	7626.0	3807.0	1349.0	544.0	3570.0	9530.0	421.0	1315.0	1135.0	724.0	3033.0	2706.0	8854.0	3502.0	3242.0	2025.0	4662.0	1111.0	7640.0	1869.0	317.0	1457.0	1540.0	5024.0	1100.0	7914.0	1836.0	7936.0	564.0	1695.0	6026.0	1072.0	2996.0	4520.0	6433.0	6330.0	900.0	3516.0	3082.0	2380.0	1408.0	2220.0	586.0	628.0	1965.0	7526.0	1998.0	6635.0	4732.0	2150.0	1223.0	8829.0	436.0	4532.0	5914.0	2185.0	1499.0
46	170	7	61	2531.0	1773.0	2031.0	3164.0	6242.0	3412.0	7642.0	4211.0	7624.0	3807.0	1348.0	543.0	3568.0	9525.0	387.0	1316.0	1129.0	711.0	2995.0	2706.0	8860.0	3486.0	3314.0	2029.0	4659.0	1064.0	7639.0	1856.0	312.0	1419.0	1597.0	5022.0	1097.0	7884.0	1835.0	7935.0	563.0	1696.0	6030.0	1048.0	2997.0	4514.0	6434.0	6333.0	897.0	3507.0	3076.0	2378.0	1395.0	2211.0	590.0	619.0	1959.0	7520.0	2082.0	6637.0	4543.0	2142.0	1220.0	8784.0	396.0	4509.0	5904.0	2178.0	1492.0
46	171	7	62	2532.0	1773.0	2032.0	3166.0	6242.0	3414.0	7646.0	4212.0	7625.0	3807.0	1348.0	544.0	3570.0	9526.0	411.0	1316.0	1131.0	719.0	2996.0	2706.0	8857.0	3501.0	3315.0	2027.0	4661.0	1108.0	7640.0	1865.0	315.0	1425.0	1601.0	5023.0	1097.0	7888.0	1836.0	7935.0	637.0	1696.0	6030.0	1049.0	3000.0	4515.0	6434.0	6332.0	898.0	3511.0	3078.0	2380.0	1397.0	2216.0	589.0	621.0	1963.0	7521.0	2082.0	6637.0	4548.0	2144.0	1222.0	8787.0	399.0	4511.0	5908.0	2180.0	1495.0
46	173	7	64	2533.0	1773.0	2033.0	3169.0	6240.0	3414.0	7661.0	4242.0	7625.0	3807.0	1345.0	546.0	3572.0	9529.0	420.0	1316.0	1137.0	807.0	3034.0	2705.0	8853.0	3509.0	3243.0	2023.0	4741.0	1108.0	7641.0	1907.0	318.0	1459.0	1626.0	5024.0	1098.0	7913.0	1835.0	7935.0	636.0	1694.0	6027.0	1106.0	3001.0	4518.0	6433.0	6330.0	898.0	3514.0	3082.0	2385.0	1401.0	2246.0	588.0	660.0	1974.0	7529.0	2012.0	6636.0	4731.0	2147.0	1224.0	8794.0	444.0	4530.0	6038.0	2186.0	1501.0
46	206	7	85	2902.0	1811.0	2044.0	3193.0	6230.0	3433.0	7646.0	4231.0	7640.0	3714.0	1445.0	632.0	3573.0	9639.0	422.0	1262.0	1191.0	895.0	3127.0	2636.0	8839.0	3553.0	3200.0	2045.0	5120.0	1154.0	7620.0	1923.0	810.0	1461.0	1660.0	5036.0	1179.0	7930.0	1836.0	7943.0	641.0	1689.0	5894.0	1509.0	3035.0	4592.0	6410.0	6334.0	917.0	3528.0	3247.0	2488.0	1580.0	2413.0	572.0	734.0	2089.0	7579.0	2220.0	6599.0	4724.0	2241.0	1282.0	8817.0	539.0	4585.0	6362.0	2265.0	1563.0
46	54	7	15	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
46	172	7	63	2533.0	1774.0	2033.0	3167.0	6241.0	3415.0	7651.0	4241.0	7625.0	3807.0	1347.0	545.0	3571.0	9527.0	418.0	1316.0	1135.0	725.0	3001.0	2706.0	8855.0	3504.0	3245.0	2025.0	4666.0	1109.0	7640.0	1881.0	317.0	1458.0	1604.0	5023.0	1098.0	7911.0	1838.0	7935.0	636.0	1694.0	6028.0	1056.0	3000.0	4516.0	6434.0	6331.0	898.0	3513.0	3081.0	2382.0	1398.0	2241.0	589.0	624.0	1969.0	7525.0	2012.0	6637.0	4732.0	2145.0	1223.0	8791.0	434.0	4526.0	6033.0	2182.0	1498.0
46	208	7	87	2903.0	1812.0	2040.0	3141.0	6232.0	3428.0	7684.0	4227.0	7640.0	3714.0	1437.0	633.0	3571.0	9601.0	420.0	1262.0	1191.0	866.0	3127.0	2634.0	8841.0	3547.0	3236.0	2038.0	5119.0	1158.0	7615.0	1922.0	809.0	1453.0	1644.0	5033.0	1165.0	7929.0	1837.0	7943.0	639.0	1681.0	5890.0	1510.0	3027.0	4589.0	6407.0	6307.0	923.0	3527.0	3246.0	2482.0	1581.0	2409.0	540.0	732.0	2078.0	7571.0	2217.0	6595.0	4725.0	2241.0	1283.0	8814.0	542.0	4584.0	6405.0	2268.0	1565.0
46	58	7	19	3118.0	20000.0	20000.0	3187.0	6184.0	20000.0	7881.0	20000.0	20000.0	4041.0	20000.0	721.0	3844.0	20000.0	587.0	1357.0	20000.0	20000.0	20000.0	20000.0	20000.0	3547.0	20000.0	20000.0	5089.0	1244.0	7806.0	2084.0	20000.0	1582.0	20000.0	20000.0	1444.0	20000.0	20000.0	20000.0	20000.0	1750.0	5886.0	1415.0	3096.0	4570.0	20000.0	20000.0	20000.0	3749.0	3268.0	20000.0	20000.0	2329.0	20000.0	775.0	20000.0	20000.0	2150.0	20000.0	20000.0	20000.0	20000.0	8965.0	20000.0	20000.0	20000.0	20000.0	20000.0
46	57	7	18	20000.0	20000.0	20000.0	3188.0	20000.0	20000.0	7883.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	1247.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5893.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
47	54	8	15	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
47	206	8	85	2903.0	1811.0	2048.0	3192.0	6231.0	3431.0	7685.0	4232.0	7639.0	3715.0	1451.0	632.0	3572.0	9640.0	421.0	1263.0	1195.0	908.0	3129.0	2636.0	8839.0	3553.0	3196.0	2046.0	5120.0	1173.0	7619.0	1925.0	811.0	1463.0	1657.0	5037.0	1181.0	7930.0	1835.0	7943.0	640.0	1683.0	5892.0	1509.0	3035.0	4593.0	6410.0	6337.0	919.0	3528.0	3248.0	2487.0	1581.0	2413.0	572.0	734.0	2090.0	7579.0	2217.0	6601.0	4723.0	2239.0	1282.0	8818.0	538.0	4584.0	6362.0	2267.0	1564.0
47	207	8	86	2904.0	1811.0	2042.0	3189.0	6232.0	3429.0	7686.0	4230.0	7639.0	3715.0	1446.0	633.0	3571.0	9602.0	420.0	1263.0	1194.0	867.0	3129.0	2635.0	8839.0	3550.0	3195.0	2044.0	5120.0	1165.0	7617.0	1924.0	810.0	1462.0	1645.0	5035.0	1171.0	7930.0	1835.0	7943.0	640.0	1680.0	5890.0	1510.0	3031.0	4592.0	6409.0	6323.0	924.0	3528.0	3247.0	2482.0	1581.0	2412.0	571.0	734.0	2089.0	7579.0	2215.0	6597.0	4725.0	2240.0	1283.0	8816.0	540.0	4584.0	6405.0	2268.0	1565.0
47	208	8	87	2904.0	1813.0	2042.0	3142.0	6233.0	3427.0	7686.0	4228.0	7639.0	3715.0	1440.0	633.0	3570.0	9601.0	419.0	1263.0	1192.0	866.0	3129.0	2635.0	8840.0	3548.0	3196.0	2039.0	5119.0	1164.0	7615.0	1923.0	809.0	1453.0	1644.0	5034.0	1166.0	7929.0	1835.0	7944.0	639.0	1678.0	5887.0	1511.0	3026.0	4591.0	6407.0	6317.0	926.0	3527.0	3247.0	2480.0	1581.0	2409.0	570.0	734.0	2079.0	7577.0	2211.0	6596.0	4725.0	2240.0	1283.0	8814.0	541.0	4583.0	6405.0	2270.0	1565.0
47	173	8	64	2532.0	1771.0	2031.0	3166.0	6240.0	3413.0	7663.0	4241.0	7623.0	3807.0	1342.0	553.0	3572.0	9527.0	420.0	1317.0	1138.0	835.0	3033.0	2704.0	8853.0	3511.0	3246.0	2020.0	4738.0	1062.0	7641.0	1907.0	315.0	1461.0	1628.0	5022.0	1093.0	7912.0	1836.0	7933.0	635.0	1693.0	6027.0	1107.0	3003.0	4515.0	6432.0	6329.0	897.0	3512.0	3080.0	2391.0	1396.0	2360.0	589.0	669.0	1975.0	7533.0	2016.0	6637.0	4631.0	2143.0	1225.0	8793.0	589.0	4526.0	6041.0	2185.0	1499.0
47	226	8	102	2899.0	1810.0	2034.0	3125.0	6233.0	3389.0	7684.0	4226.0	7632.0	3706.0	1435.0	640.0	3559.0	9593.0	415.0	1258.0	1186.0	850.0	3113.0	2597.0	8840.0	3538.0	3210.0	2021.0	5109.0	1148.0	7610.0	1916.0	805.0	1444.0	1633.0	5008.0	1150.0	7925.0	1792.0	7908.0	606.0	1635.0	5875.0	1521.0	2981.0	4560.0	6381.0	6311.0	892.0	3518.0	3236.0	2434.0	1522.0	2401.0	560.0	672.0	2073.0	7535.0	2045.0	6590.0	4715.0	2247.0	1278.0	8776.0	496.0	4584.0	6333.0	2248.0	1537.0
47	205	8	84	2903.0	1811.0	2078.0	3193.0	6230.0	3434.0	7643.0	4263.0	7639.0	3716.0	1460.0	631.0	3573.0	9640.0	422.0	1263.0	1196.0	909.0	3128.0	2636.0	8838.0	3555.0	3195.0	2047.0	5120.0	1179.0	7621.0	1953.0	811.0	1462.0	1658.0	5043.0	1182.0	7930.0	1834.0	7943.0	640.0	1688.0	5894.0	1509.0	3050.0	4593.0	6412.0	6340.0	918.0	3529.0	3248.0	2488.0	1580.0	2415.0	573.0	734.0	2091.0	7581.0	2224.0	6603.0	4722.0	2238.0	1281.0	8818.0	537.0	4583.0	6362.0	2264.0	1563.0
47	195	8	78	2898.0	1808.0	2080.0	3202.0	6228.0	3439.0	7678.0	4262.0	7633.0	3730.0	1399.0	622.0	3592.0	9648.0	423.0	1283.0	1226.0	919.0	3193.0	2638.0	8843.0	3587.0	3225.0	2047.0	5121.0	1181.0	7633.0	1953.0	810.0	1469.0	1658.0	5052.0	1182.0	7939.0	1829.0	7934.0	638.0	1695.0	6018.0	1499.0	3065.0	4646.0	6419.0	6340.0	916.0	3527.0	3246.0	2507.0	1578.0	2417.0	581.0	681.0	2092.0	7580.0	2226.0	6629.0	4724.0	2238.0	1276.0	8825.0	538.0	4584.0	6365.0	2265.0	1559.0
47	230	8	106	2894.0	1806.0	2034.0	3123.0	6230.0	3394.0	7660.0	4229.0	7631.0	3706.0	1444.0	622.0	3552.0	9594.0	413.0	1245.0	1185.0	850.0	3103.0	2555.0	8839.0	3539.0	3198.0	2020.0	5111.0	1142.0	7610.0	1917.0	807.0	1447.0	1636.0	5001.0	1155.0	7926.0	1789.0	7908.0	600.0	1617.0	5877.0	1503.0	2982.0	4534.0	6375.0	6311.0	883.0	3514.0	3235.0	2440.0	1523.0	2402.0	541.0	670.0	2095.0	7535.0	2046.0	6593.0	4712.0	2248.0	1275.0	8777.0	496.0	4585.0	6334.0	2249.0	1539.0
47	191	8	74	2894.0	1795.0	2077.0	3220.0	6230.0	3440.0	7674.0	4255.0	7629.0	3783.0	1349.0	621.0	3587.0	9648.0	422.0	1287.0	1158.0	924.0	3193.0	2690.0	8848.0	3590.0	3224.0	2048.0	5123.0	1179.0	7638.0	1943.0	807.0	1466.0	1660.0	4999.0	1179.0	7947.0	1828.0	7931.0	634.0	1693.0	6021.0	1496.0	2991.0	4561.0	6426.0	6337.0	916.0	3519.0	3244.0	2440.0	1572.0	2416.0	583.0	674.0	2092.0	7581.0	2200.0	6631.0	4724.0	2241.0	1271.0	8823.0	583.0	4585.0	6332.0	2268.0	1544.0
47	52	8	13	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
48	226	9	102	2901.0	1810.0	2033.0	3125.0	6233.0	3390.0	7669.0	4227.0	7631.0	3707.0	1437.0	640.0	3558.0	9593.0	414.0	1263.0	1188.0	850.0	3125.0	2599.0	8839.0	3538.0	3199.0	2023.0	5108.0	1152.0	7610.0	1918.0	806.0	1444.0	1633.0	5006.0	1149.0	7926.0	1800.0	7908.0	606.0	1638.0	5874.0	1520.0	2981.0	4559.0	6348.0	6313.0	889.0	3517.0	3238.0	2435.0	1524.0	2401.0	562.0	671.0	2075.0	7534.0	2048.0	6588.0	4716.0	2246.0	1278.0	8776.0	498.0	4584.0	6335.0	2249.0	1538.0
48	52	9	13	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
48	208	9	87	2904.0	1814.0	2042.0	3144.0	6233.0	3425.0	7689.0	4229.0	7638.0	3715.0	1446.0	633.0	3569.0	9600.0	418.0	1264.0	1195.0	865.0	3134.0	2635.0	8839.0	3548.0	3195.0	2042.0	5119.0	1170.0	7615.0	1924.0	809.0	1452.0	1644.0	5035.0	1166.0	7930.0	1833.0	7943.0	638.0	1677.0	5883.0	1511.0	3025.0	4592.0	6407.0	6323.0	928.0	3526.0	3247.0	2479.0	1582.0	2410.0	571.0	734.0	2080.0	7541.0	2209.0	6596.0	4724.0	2239.0	1284.0	8812.0	541.0	4583.0	6359.0	2270.0	1566.0
48	222	9	99	2903.0	1814.0	2033.0	3128.0	6234.0	3390.0	7685.0	4224.0	7632.0	3707.0	1435.0	639.0	3562.0	9594.0	415.0	1263.0	1188.0	850.0	3126.0	2603.0	8838.0	3539.0	3200.0	2026.0	5109.0	1158.0	7609.0	1918.0	805.0	1443.0	1633.0	5006.0	1148.0	7925.0	1829.0	7909.0	610.0	1646.0	5873.0	1514.0	2981.0	4561.0	6390.0	6310.0	932.0	3518.0	3241.0	2434.0	1528.0	2401.0	562.0	673.0	2073.0	7533.0	2165.0	6587.0	4716.0	2244.0	1281.0	8776.0	553.0	4584.0	6337.0	2251.0	1537.0
48	221	9	98	2902.0	1815.0	2032.0	3128.0	6235.0	3389.0	7684.0	4224.0	7632.0	3706.0	1433.0	639.0	3562.0	9593.0	415.0	1260.0	1187.0	849.0	3126.0	2625.0	8835.0	3539.0	3201.0	2026.0	5107.0	1158.0	7608.0	1916.0	803.0	1441.0	1633.0	5006.0	1122.0	7926.0	1829.0	7908.0	613.0	1672.0	5871.0	1513.0	2981.0	4560.0	6397.0	6307.0	932.0	3517.0	3241.0	2432.0	1531.0	2401.0	562.0	673.0	2070.0	7532.0	2164.0	6585.0	4716.0	2243.0	1184.0	8775.0	553.0	4584.0	6341.0	2249.0	1537.0
49	208	10	87	2905.0	1843.0	2042.0	3146.0	6234.0	3424.0	7635.0	4229.0	7637.0	3716.0	1448.0	632.0	3568.0	9599.0	416.0	1266.0	1196.0	855.0	3136.0	2637.0	8838.0	3548.0	3193.0	2043.0	5120.0	1173.0	7612.0	1927.0	809.0	1449.0	1644.0	5036.0	1166.0	7929.0	1832.0	7919.0	638.0	1675.0	5879.0	1511.0	3023.0	4593.0	6406.0	6333.0	930.0	3525.0	3247.0	2443.0	1582.0	2410.0	571.0	735.0	2089.0	7536.0	2165.0	6596.0	4723.0	2237.0	1283.0	8810.0	521.0	4582.0	6356.0	2271.0	1566.0
49	221	10	98	2903.0	1841.0	2032.0	3128.0	6236.0	3390.0	7686.0	4225.0	7631.0	3707.0	1435.0	639.0	3563.0	9594.0	414.0	1264.0	1188.0	849.0	3128.0	2625.0	8836.0	3539.0	3199.0	2031.0	5107.0	1160.0	7607.0	1918.0	803.0	1442.0	1634.0	5004.0	1120.0	7927.0	1826.0	7909.0	610.0	1671.0	5871.0	1514.0	2982.0	4557.0	6396.0	6309.0	933.0	3517.0	3241.0	2433.0	1535.0	2401.0	563.0	673.0	2071.0	7531.0	2163.0	6583.0	4717.0	2242.0	1199.0	8775.0	553.0	4584.0	6341.0	2251.0	1537.0
49	217	10	94	2905.0	1847.0	2031.0	3130.0	6237.0	3392.0	7629.0	4223.0	7632.0	3707.0	1434.0	638.0	3564.0	9592.0	414.0	1260.0	1188.0	850.0	3131.0	2618.0	8832.0	3540.0	3195.0	2031.0	5108.0	1163.0	7605.0	1918.0	801.0	1442.0	1634.0	5005.0	1119.0	7927.0	1824.0	7910.0	626.0	1670.0	5871.0	1515.0	2983.0	4557.0	6398.0	6302.0	936.0	3517.0	3242.0	2434.0	1580.0	2400.0	562.0	682.0	2070.0	7528.0	2160.0	6583.0	4720.0	2234.0	1285.0	8774.0	550.0	4581.0	6342.0	2260.0	1538.0
49	177	10	68	2532.0	1769.0	2028.0	3196.0	6236.0	3411.0	7562.0	4241.0	7620.0	3806.0	1331.0	608.0	3588.0	9521.0	416.0	1317.0	1143.0	836.0	2995.0	2699.0	8851.0	3516.0	3176.0	2017.0	4744.0	1055.0	7642.0	1952.0	316.0	1488.0	1712.0	4968.0	1085.0	7914.0	1829.0	7925.0	627.0	1686.0	6022.0	1115.0	3074.0	4516.0	6373.0	6301.0	879.0	3504.0	3081.0	2436.0	1394.0	2361.0	588.0	670.0	1988.0	7575.0	2080.0	6635.0	4628.0	2142.0	1177.0	8768.0	556.0	4528.0	6313.0	2271.0	1553.0
49	54	10	15	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
50	177	11	68	2532.0	1768.0	2019.0	3167.0	6236.0	3409.0	7558.0	4222.0	7618.0	3803.0	1330.0	602.0	3589.0	9520.0	415.0	1318.0	1143.0	835.0	2990.0	2699.0	8851.0	3516.0	3174.0	2015.0	4744.0	1053.0	7643.0	1952.0	316.0	1488.0	1711.0	4965.0	1084.0	7914.0	1829.0	7923.0	611.0	1684.0	6022.0	1115.0	2984.0	4507.0	6371.0	6297.0	876.0	3500.0	3080.0	2435.0	1393.0	2360.0	589.0	670.0	1987.0	7573.0	2077.0	6635.0	4627.0	2141.0	1174.0	8768.0	556.0	4526.0	6128.0	2270.0	1502.0
50	213	11	92	2908.0	1849.0	2032.0	3142.0	6236.0	3392.0	7622.0	4223.0	7633.0	3706.0	1435.0	637.0	3565.0	9590.0	413.0	1262.0	1188.0	847.0	3136.0	2612.0	8831.0	3540.0	3191.0	2036.0	5111.0	1165.0	7598.0	1919.0	799.0	1442.0	1632.0	5006.0	1120.0	7928.0	1824.0	7910.0	564.0	1667.0	5872.0	1519.0	2983.0	4555.0	6395.0	6300.0	939.0	3519.0	3243.0	2433.0	1581.0	2400.0	562.0	683.0	2071.0	7528.0	2157.0	6583.0	4723.0	2233.0	1283.0	8775.0	548.0	4579.0	6344.0	2262.0	1534.0
51	213	12	92	2908.0	1850.0	2032.0	3120.0	6236.0	3391.0	7620.0	4223.0	7632.0	3706.0	1436.0	637.0	3565.0	9588.0	413.0	1262.0	1189.0	845.0	3139.0	2610.0	8830.0	3539.0	3191.0	2036.0	5112.0	1166.0	7596.0	1920.0	798.0	1441.0	1632.0	5005.0	1122.0	7926.0	1822.0	7911.0	564.0	1666.0	5871.0	1517.0	2982.0	4555.0	6385.0	6300.0	903.0	3517.0	3243.0	2434.0	1512.0	2398.0	562.0	681.0	2072.0	7528.0	2025.0	6583.0	4723.0	2232.0	1281.0	8775.0	527.0	4578.0	6344.0	2259.0	1533.0
51	210	12	89	2907.0	1849.0	2039.0	3147.0	6236.0	3393.0	7626.0	4226.0	7635.0	3713.0	1443.0	634.0	3566.0	9594.0	414.0	1263.0	1195.0	847.0	3140.0	2615.0	8837.0	3541.0	3192.0	2040.0	5119.0	1172.0	7601.0	1926.0	802.0	1443.0	1640.0	5007.0	1161.0	7927.0	1827.0	7914.0	634.0	1669.0	5874.0	1515.0	2986.0	4561.0	6397.0	6307.0	904.0	3521.0	3245.0	2437.0	1581.0	2402.0	569.0	681.0	2074.0	7529.0	2159.0	6591.0	4723.0	2235.0	1283.0	8779.0	521.0	4580.0	6346.0	2264.0	1569.0
51	256	12	120	2909.0	1852.0	2040.0	3100.0	6205.0	3399.0	7607.0	4228.0	7632.0	3712.0	1438.0	617.0	3564.0	9588.0	401.0	1236.0	1191.0	843.0	3160.0	2585.0	8835.0	3539.0	3188.0	2043.0	5117.0	1173.0	7592.0	1925.0	799.0	1440.0	1644.0	4994.0	1158.0	7918.0	1784.0	7879.0	515.0	1622.0	5873.0	1477.0	2981.0	4546.0	6385.0	6296.0	894.0	3515.0	3177.0	2435.0	1518.0	2394.0	549.0	675.0	2071.0	7521.0	2027.0	6610.0	4728.0	2207.0	1229.0	8763.0	518.0	4576.0	6339.0	2253.0	1529.0
51	257	12	121	2910.0	1853.0	2042.0	3099.0	6204.0	3398.0	7603.0	4227.0	7632.0	3711.0	1437.0	617.0	3564.0	9589.0	401.0	1236.0	1191.0	842.0	3162.0	2585.0	8837.0	3539.0	3189.0	2043.0	5119.0	1174.0	7592.0	1929.0	799.0	1440.0	1643.0	4993.0	1162.0	7916.0	1786.0	7879.0	515.0	1620.0	5875.0	1476.0	2980.0	4544.0	6382.0	6299.0	896.0	3515.0	3176.0	2435.0	1518.0	2392.0	547.0	675.0	2072.0	7520.0	2024.0	6610.0	4729.0	2207.0	1258.0	8764.0	518.0	4576.0	6337.0	2254.0	1527.0
52	210	13	89	2908.0	1849.0	2037.0	3147.0	6237.0	3393.0	7621.0	4226.0	7633.0	3715.0	1445.0	634.0	3567.0	9593.0	413.0	1261.0	1196.0	846.0	3140.0	2613.0	8837.0	3541.0	3191.0	2040.0	5119.0	1173.0	7598.0	1929.0	801.0	1442.0	1639.0	5006.0	1160.0	7925.0	1824.0	7914.0	634.0	1669.0	5872.0	1515.0	2986.0	4559.0	6392.0	6306.0	903.0	3521.0	3245.0	2438.0	1581.0	2399.0	569.0	679.0	2074.0	7526.0	2159.0	6591.0	4723.0	2234.0	1280.0	8779.0	519.0	4578.0	6345.0	2261.0	1569.0
52	257	13	121	2911.0	1854.0	2041.0	3097.0	6203.0	3398.0	7602.0	4234.0	7631.0	3713.0	1438.0	617.0	3565.0	9587.0	400.0	1235.0	1190.0	842.0	3159.0	2584.0	8835.0	3538.0	3188.0	2043.0	5119.0	1175.0	7591.0	1931.0	798.0	1440.0	1643.0	4993.0	1161.0	7916.0	1785.0	7878.0	515.0	1620.0	5873.0	1471.0	2981.0	4540.0	6380.0	6301.0	896.0	3516.0	3177.0	2436.0	1518.0	2383.0	548.0	674.0	2072.0	7520.0	2022.0	6608.0	4728.0	2207.0	1227.0	8764.0	518.0	4575.0	6336.0	2252.0	1526.0
52	208	13	87	2907.0	1848.0	2042.0	3147.0	6236.0	3396.0	7622.0	4229.0	7634.0	3758.0	1450.0	630.0	3566.0	9595.0	413.0	1264.0	1221.0	845.0	3139.0	2641.0	8838.0	3541.0	3190.0	2045.0	5119.0	1174.0	7599.0	1934.0	805.0	1442.0	1641.0	5006.0	1163.0	7923.0	1826.0	7917.0	635.0	1670.0	5873.0	1511.0	2991.0	4562.0	6396.0	6337.0	904.0	3524.0	3246.0	2443.0	1583.0	2402.0	571.0	679.0	2077.0	7527.0	2160.0	6597.0	4721.0	2234.0	1281.0	8780.0	515.0	4577.0	6346.0	2275.0	1567.0
52	209	13	88	2908.0	1848.0	2041.0	3147.0	6236.0	3394.0	7622.0	4228.0	7634.0	3758.0	1448.0	632.0	3567.0	9593.0	413.0	1263.0	1221.0	846.0	3141.0	2616.0	8837.0	3541.0	3190.0	2043.0	5120.0	1174.0	7598.0	1933.0	803.0	1442.0	1640.0	5007.0	1162.0	7924.0	1825.0	7916.0	635.0	1670.0	5873.0	1514.0	2988.0	4560.0	6395.0	6328.0	903.0	3523.0	3245.0	2440.0	1582.0	2400.0	570.0	679.0	2075.0	7527.0	2159.0	6596.0	4722.0	2234.0	1281.0	8779.0	517.0	4578.0	6345.0	2264.0	1568.0
