alnA	alnB	A	B	YLR293C_13	YLR293C_32	YLR293C_09	YLR293C_29	YLR293C_27	YLR293C_39	YLR293C_69	YLR293C_56	YLR293C_65	YLR293C_52	YLR293C_44	YLR293C_03	YLR293C_24	YLR293C_68	YLR293C_22	YLR293C_02	YLR293C_63	YLR293C_05	YLR293C_06	YLR293C_67	YLR293C_17	YLR293C_40	YLR293C_55	YLR293C_23	YLR293C_11	YLR293C_14	YLR293C_36	YLR293C_10	YLR293C_31	YLR293C_42	YLR293C_15	YLR293C_66	YLR293C_30	YLR293C_34	YLR293C_50	YLR293C_28	YLR293C_38	YLR293C_45	YLR293C_04	YLR293C_59	YLR293C_26	YLR293C_57	YLR293C_61	YLR293C_53	YLR293C_33	YLR293C_18	YLR293C_62	YLR293C_01	YLR293C_20	YLR293C_60	YLR293C_48	YLR293C_47	YLR293C_37	YLR293C_43	YLR293C_46	YLR293C_41
46	208	15	89	6399.0	1012.0	7971.0	500.0	3610.0	1020.0	2296.0	807.0	7703.0	2569.0	2452.0	330.0	2805.0	8853.0	1563.0	1477.0	3200.0	4503.0	7984.0	1926.0	1629.0	2844.0	8385.0	2014.0	1277.0	1449.0	3967.0	494.0	9527.0	1431.0	9113.0	2388.0	1404.0	2786.0	516.0	1612.0	4181.0	4237.0	8201.0	8957.0	3044.0	1707.0	975.0	9935.0	3222.0	1126.0	1749.0	4981.0	2312.0	8796.0	7513.0	9887.0	742.0	7453.0	5265.0	1520.0
46	58	15	27	20000.0	20000.0	8093.0	519.0	3762.0	943.0	20000.0	20000.0	7791.0	2640.0	2782.0	506.0	2875.0	9119.0	20000.0	1624.0	3409.0	20000.0	8156.0	20000.0	20000.0	20000.0	8544.0	2016.0	1370.0	20000.0	20000.0	20000.0	9641.0	20000.0	9458.0	20000.0	1474.0	2747.0	754.0	1557.0	20000.0	4426.0	8266.0	20000.0	3031.0	20000.0	20000.0	20000.0	20000.0	20000.0	1899.0	20000.0	2371.0	9100.0	20000.0	20000.0	1009.0	7766.0	20000.0	1637.0
46	57	15	26	20000.0	20000.0	8094.0	20000.0	20000.0	944.0	20000.0	20000.0	20000.0	20000.0	20000.0	519.0	20000.0	20000.0	20000.0	1627.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	9458.0	20000.0	20000.0	20000.0	20000.0	1558.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
47	54	16	23	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
47	206	16	87	6399.0	1012.0	7969.0	502.0	3612.0	1024.0	2295.0	808.0	7705.0	2578.0	2455.0	331.0	2792.0	8856.0	1566.0	1481.0	3205.0	4503.0	7986.0	1929.0	1630.0	2845.0	8388.0	2061.0	1280.0	1450.0	3970.0	495.0	9525.0	1438.0	9117.0	2387.0	1404.0	2828.0	523.0	1596.0	4186.0	4239.0	8192.0	8959.0	3044.0	1708.0	980.0	9937.0	3227.0	1130.0	1747.0	4989.0	2317.0	8799.0	7512.0	9889.0	743.0	7473.0	5274.0	1519.0
47	207	16	88	6399.0	1012.0	7970.0	502.0	3612.0	1023.0	2295.0	807.0	7705.0	2577.0	2454.0	331.0	2814.0	8855.0	1565.0	1480.0	3204.0	4503.0	7986.0	1929.0	1630.0	2847.0	8386.0	2020.0	1278.0	1449.0	3968.0	495.0	9526.0	1435.0	9115.0	2387.0	1407.0	2829.0	559.0	1612.0	4185.0	4240.0	8205.0	8957.0	3044.0	1708.0	977.0	9936.0	3225.0	1129.0	1748.0	4984.0	2315.0	8798.0	7513.0	9888.0	743.0	7470.0	5272.0	1520.0
47	208	16	89	6399.0	1011.0	7970.0	501.0	3611.0	1023.0	2295.0	807.0	7704.0	2570.0	2453.0	329.0	2815.0	8853.0	1564.0	1479.0	3203.0	4504.0	7985.0	1928.0	1629.0	2846.0	8385.0	2016.0	1277.0	1448.0	3966.0	496.0	9527.0	1432.0	9111.0	2388.0	1410.0	2830.0	524.0	1611.0	4183.0	4241.0	8206.0	8955.0	3045.0	1706.0	974.0	9935.0	3224.0	1123.0	1748.0	4982.0	2313.0	8796.0	7514.0	9888.0	743.0	7453.0	5270.0	1521.0
47	173	16	66	6374.0	1007.0	7856.0	526.0	3600.0	963.0	2202.0	776.0	7674.0	2444.0	2453.0	365.0	2777.0	8893.0	1542.0	1433.0	3111.0	4497.0	7885.0	1934.0	1609.0	2852.0	8388.0	2212.0	1229.0	1412.0	3931.0	203.0	9268.0	1346.0	9094.0	2402.0	1405.0	2729.0	495.0	1597.0	4186.0	4244.0	8088.0	8986.0	2901.0	1542.0	945.0	9852.0	3135.0	1139.0	1644.0	5027.0	2313.0	8679.0	7499.0	9919.0	697.0	7429.0	5266.0	1497.0
47	226	16	104	6391.0	1004.0	7942.0	499.0	3581.0	1009.0	2280.0	774.0	7697.0	2558.0	2450.0	324.0	2785.0	8847.0	1560.0	1465.0	3097.0	4475.0	7970.0	1920.0	1623.0	2837.0	8375.0	1986.0	1280.0	1434.0	3938.0	489.0	9532.0	1423.0	9103.0	2334.0	1347.0	2783.0	501.0	1603.0	4179.0	4234.0	8109.0	8951.0	3040.0	1697.0	950.0	9851.0	3219.0	1114.0	1749.0	4939.0	2307.0	8787.0	7509.0	9876.0	737.0	7443.0	5264.0	1498.0
47	205	16	86	6398.0	1012.0	7968.0	502.0	3612.0	1023.0	2288.0	808.0	7706.0	2578.0	2455.0	331.0	2789.0	8857.0	1566.0	1482.0	3206.0	4502.0	7986.0	1929.0	1631.0	2843.0	8389.0	2062.0	1280.0	1451.0	3972.0	494.0	9525.0	1440.0	9118.0	2343.0	1399.0	2827.0	519.0	1592.0	4188.0	4237.0	8189.0	8964.0	3044.0	1707.0	980.0	9938.0	3230.0	1132.0	1747.0	4990.0	2317.0	8799.0	7510.0	9890.0	744.0	7480.0	5275.0	1518.0
47	195	16	80	6393.0	1003.0	7932.0	540.0	3604.0	1024.0	2311.0	806.0	7706.0	2580.0	2452.0	347.0	2787.0	8912.0	1567.0	1492.0	3203.0	4468.0	7990.0	1931.0	1632.0	2842.0	8387.0	2067.0	1398.0	1452.0	3973.0	537.0	9524.0	1445.0	9122.0	2337.0	1403.0	2823.0	563.0	1588.0	4186.0	4242.0	8183.0	9036.0	3032.0	1705.0	976.0	9942.0	3272.0	1152.0	1735.0	5068.0	2323.0	8798.0	7503.0	9898.0	742.0	7501.0	5276.0	1506.0
47	230	16	108	6388.0	1005.0	7934.0	499.0	3582.0	1016.0	2273.0	793.0	7701.0	2560.0	2454.0	322.0	2784.0	8850.0	1562.0	1466.0	3097.0	4474.0	7971.0	1900.0	1623.0	2836.0	8372.0	1988.0	1286.0	1442.0	3938.0	489.0	9530.0	1428.0	9110.0	2334.0	1353.0	2822.0	475.0	1603.0	4184.0	4229.0	8178.0	8950.0	3034.0	1699.0	951.0	9858.0	3221.0	1117.0	1747.0	4940.0	2308.0	8790.0	7505.0	9887.0	738.0	7445.0	5249.0	1490.0
47	191	16	76	6389.0	1006.0	7924.0	540.0	3603.0	1022.0	2230.0	805.0	7708.0	2581.0	2452.0	397.0	2779.0	8914.0	1568.0	1491.0	3115.0	4462.0	7993.0	1933.0	1626.0	2842.0	8388.0	2112.0	1395.0	1449.0	3969.0	560.0	9522.0	1445.0	9121.0	2335.0	1402.0	2772.0	562.0	1588.0	4175.0	4243.0	8177.0	8977.0	3026.0	1702.0	946.0	9913.0	3270.0	1136.0	1699.0	5027.0	2323.0	8797.0	7502.0	9953.0	740.0	7479.0	5274.0	1498.0
47	52	16	21	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
48	226	17	104	6390.0	1004.0	7942.0	500.0	3583.0	1009.0	2276.0	780.0	7699.0	2560.0	2452.0	325.0	2786.0	8846.0	1563.0	1467.0	3098.0	4477.0	7969.0	1921.0	1623.0	2838.0	8375.0	1987.0	1279.0	1433.0	3938.0	490.0	9531.0	1424.0	9103.0	2334.0	1345.0	2781.0	503.0	1603.0	4179.0	4237.0	8110.0	8952.0	3043.0	1697.0	951.0	9853.0	3221.0	1115.0	1748.0	4942.0	2307.0	8788.0	7510.0	9883.0	739.0	7444.0	5252.0	1498.0
48	52	17	21	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
48	208	17	89	6398.0	1012.0	7969.0	504.0	3612.0	1025.0	2293.0	807.0	7705.0	2577.0	2454.0	330.0	2817.0	8853.0	1566.0	1480.0	3205.0	4504.0	7982.0	1930.0	1629.0	2847.0	8385.0	2021.0	1277.0	1446.0	3965.0	497.0	9526.0	1432.0	9110.0	2387.0	1412.0	2786.0	557.0	1611.0	4184.0	4242.0	8208.0	8955.0	3047.0	1706.0	974.0	9934.0	3225.0	1122.0	1746.0	4982.0	2313.0	8797.0	7516.0	9888.0	744.0	7454.0	5270.0	1523.0
48	222	17	101	6389.0	1005.0	7955.0	499.0	3588.0	1004.0	2282.0	774.0	7679.0	2557.0	2450.0	324.0	2843.0	8844.0	1559.0	1466.0	3099.0	4506.0	7969.0	1922.0	1623.0	2840.0	8378.0	1985.0	1276.0	1433.0	3939.0	501.0	9531.0	1419.0	9097.0	2335.0	1345.0	2778.0	471.0	1606.0	4177.0	4241.0	8108.0	8951.0	3045.0	1697.0	951.0	9851.0	3219.0	1114.0	1748.0	4942.0	2307.0	8787.0	7514.0	9875.0	738.0	7445.0	5262.0	1499.0
48	221	17	100	6389.0	1004.0	7958.0	497.0	3589.0	1002.0	2283.0	766.0	7676.0	2556.0	2448.0	323.0	2842.0	8843.0	1558.0	1462.0	3097.0	4503.0	7967.0	1921.0	1622.0	2839.0	8378.0	1983.0	1276.0	1430.0	3938.0	489.0	9530.0	1416.0	9095.0	2334.0	1345.0	2776.0	470.0	1607.0	4175.0	4237.0	8105.0	8950.0	3057.0	1696.0	948.0	9849.0	3217.0	1113.0	1748.0	4938.0	2306.0	8785.0	7519.0	9875.0	738.0	7442.0	5261.0	1498.0
49	208	18	89	6397.0	1011.0	7968.0	598.0	3613.0	1026.0	2290.0	808.0	7707.0	2579.0	2455.0	330.0	2819.0	8852.0	1567.0	1482.0	3206.0	4505.0	7980.0	1932.0	1629.0	2848.0	8384.0	2059.0	1277.0	1444.0	3947.0	502.0	9525.0	1432.0	9108.0	2386.0	1414.0	2786.0	558.0	1611.0	4185.0	4243.0	8209.0	8954.0	3047.0	1705.0	974.0	9933.0	3226.0	1121.0	1745.0	4984.0	2313.0	8797.0	7517.0	9887.0	744.0	7454.0	5270.0	1525.0
49	221	18	100	6389.0	1004.0	7958.0	499.0	3592.0	1002.0	2280.0	769.0	7679.0	2557.0	2449.0	323.0	2841.0	8843.0	1560.0	1469.0	3098.0	4504.0	7967.0	1923.0	1622.0	2841.0	8378.0	1984.0	1275.0	1431.0	3938.0	502.0	9529.0	1418.0	9095.0	2335.0	1344.0	2776.0	507.0	1606.0	4175.0	4241.0	8106.0	8950.0	3047.0	1696.0	951.0	9849.0	3219.0	1113.0	1747.0	4943.0	2305.0	8785.0	7521.0	9877.0	739.0	7445.0	5262.0	1499.0
49	217	18	96	6389.0	1006.0	7961.0	497.0	3602.0	997.0	2284.0	765.0	7678.0	2552.0	2447.0	324.0	2837.0	8843.0	1558.0	1474.0	3099.0	4502.0	7968.0	1922.0	1622.0	2843.0	8378.0	1983.0	1273.0	1431.0	3938.0	502.0	9521.0	1415.0	9093.0	2335.0	1342.0	2774.0	468.0	1576.0	4173.0	4241.0	8105.0	8949.0	3049.0	1696.0	949.0	9847.0	3218.0	1112.0	1745.0	4945.0	2304.0	8783.0	7522.0	9874.0	739.0	7443.0	5260.0	1499.0
49	177	18	68	6374.0	1011.0	7855.0	530.0	3600.0	1011.0	2197.0	731.0	7711.0	2444.0	2417.0	417.0	2772.0	8816.0	1542.0	1435.0	3117.0	4424.0	7884.0	1933.0	1611.0	2849.0	8393.0	2173.0	1222.0	1413.0	3933.0	192.0	9309.0	1337.0	9093.0	2227.0	1299.0	2767.0	479.0	1592.0	4186.0	4244.0	8086.0	8920.0	2898.0	1553.0	943.0	9856.0	3148.0	1132.0	1641.0	5022.0	2246.0	8665.0	7502.0	9886.0	686.0	7412.0	5257.0	1493.0
49	54	18	23	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
50	177	19	68	6374.0	1011.0	7854.0	530.0	3599.0	1014.0	2196.0	728.0	7674.0	2443.0	2416.0	265.0	2765.0	8814.0	1541.0	1433.0	3121.0	4419.0	7883.0	1935.0	1610.0	2851.0	8392.0	2162.0	1220.0	1413.0	3932.0	191.0	9394.0	1336.0	9092.0	2219.0	1296.0	2759.0	478.0	1588.0	4170.0	4244.0	8084.0	8918.0	2897.0	1555.0	943.0	9859.0	3147.0	1130.0	1640.0	5020.0	2243.0	8665.0	7502.0	9810.0	683.0	7411.0	5254.0	1489.0
50	213	19	94	6392.0	1008.0	7937.0	501.0	3610.0	996.0	2286.0	768.0	7686.0	2554.0	2448.0	325.0	2832.0	8843.0	1560.0	1478.0	3105.0	4502.0	7975.0	1924.0	1623.0	2847.0	8379.0	1985.0	1271.0	1434.0	3939.0	505.0	9512.0	1417.0	9093.0	2340.0	1343.0	2774.0	546.0	1577.0	4174.0	4243.0	8107.0	8947.0	3046.0	1696.0	954.0	9853.0	3219.0	1114.0	1740.0	4970.0	2303.0	8787.0	7523.0	9875.0	741.0	7446.0	5261.0	1514.0
51	213	20	94	6392.0	1008.0	7936.0	502.0	3611.0	996.0	2285.0	767.0	7686.0	2555.0	2449.0	324.0	2832.0	8842.0	1560.0	1479.0	3103.0	4502.0	7978.0	1924.0	1623.0	2847.0	8378.0	1985.0	1271.0	1434.0	3938.0	504.0	9511.0	1417.0	9094.0	2339.0	1341.0	2774.0	545.0	1582.0	4174.0	4243.0	8107.0	8947.0	3045.0	1697.0	954.0	9853.0	3220.0	1114.0	1738.0	4973.0	2301.0	8788.0	7523.0	9876.0	742.0	7447.0	5241.0	1515.0
51	210	20	91	6394.0	1010.0	7964.0	597.0	3613.0	1003.0	2287.0	794.0	7707.0	2579.0	2453.0	328.0	2826.0	8846.0	1565.0	1482.0	3206.0	4505.0	7981.0	1933.0	1626.0	2849.0	8380.0	1992.0	1274.0	1438.0	3941.0	512.0	9518.0	1425.0	9098.0	2342.0	1348.0	2781.0	558.0	1608.0	4178.0	4244.0	8170.0	8949.0	3045.0	1701.0	968.0	9861.0	3224.0	1117.0	1740.0	4978.0	2305.0	8795.0	7524.0	9881.0	744.0	7451.0	5265.0	1527.0
51	256	20	122	6393.0	1012.0	7935.0	577.0	3595.0	996.0	2283.0	816.0	7696.0	2581.0	2476.0	330.0	2762.0	8843.0	1566.0	1479.0	3206.0	4503.0	8002.0	1946.0	1627.0	2849.0	8376.0	1994.0	1276.0	1437.0	3940.0	465.0	9511.0	1424.0	9098.0	2345.0	1348.0	2789.0	540.0	1604.0	4175.0	4251.0	8107.0	8942.0	3040.0	1700.0	962.0	9856.0	3224.0	1118.0	1697.0	4976.0	2304.0	8794.0	7475.0	9879.0	745.0	7449.0	5264.0	1517.0
51	257	20	123	6394.0	1012.0	7934.0	578.0	3597.0	996.0	2284.0	816.0	7695.0	2580.0	2475.0	331.0	2761.0	8844.0	1566.0	1480.0	3200.0	4503.0	8001.0	1946.0	1627.0	2850.0	8377.0	1993.0	1276.0	1437.0	3941.0	465.0	9510.0	1424.0	9098.0	2390.0	1350.0	2789.0	541.0	1605.0	4175.0	4250.0	8106.0	8941.0	3040.0	1701.0	962.0	9856.0	3224.0	1119.0	1694.0	4977.0	2304.0	8794.0	7476.0	9878.0	744.0	7449.0	5264.0	1515.0
52	210	21	91	6392.0	1008.0	7962.0	596.0	3613.0	1001.0	2287.0	793.0	7707.0	2579.0	2453.0	327.0	2825.0	8846.0	1565.0	1485.0	3206.0	4504.0	7983.0	1936.0	1627.0	2850.0	8378.0	2039.0	1273.0	1438.0	3940.0	506.0	9514.0	1424.0	9097.0	2341.0	1346.0	2781.0	560.0	1607.0	4177.0	4244.0	8166.0	8949.0	3045.0	1701.0	966.0	9924.0	3224.0	1118.0	1737.0	4978.0	2304.0	8795.0	7524.0	9881.0	745.0	7452.0	5265.0	1527.0
52	257	21	123	6393.0	1011.0	7933.0	579.0	3595.0	996.0	2284.0	817.0	7694.0	2581.0	2486.0	329.0	2758.0	8845.0	1566.0	1481.0	3200.0	4502.0	8002.0	1948.0	1628.0	2851.0	8376.0	1994.0	1276.0	1437.0	3940.0	465.0	9476.0	1424.0	9096.0	2389.0	1348.0	2788.0	541.0	1605.0	4175.0	4255.0	8105.0	8941.0	3039.0	1700.0	962.0	9857.0	3224.0	1120.0	1693.0	4976.0	2303.0	8794.0	7475.0	9878.0	745.0	7450.0	5262.0	1514.0
52	208	21	89	6392.0	1008.0	7965.0	598.0	3613.0	1027.0	2288.0	809.0	7709.0	2584.0	2456.0	328.0	2820.0	8847.0	1570.0	1488.0	3210.0	4505.0	7982.0	1945.0	1629.0	2852.0	8378.0	2042.0	1274.0	1441.0	3942.0	495.0	9521.0	1430.0	9099.0	2339.0	1416.0	2787.0	560.0	1609.0	4185.0	4243.0	8212.0	8951.0	3045.0	1702.0	971.0	9928.0	3227.0	1120.0	1738.0	4985.0	2307.0	8797.0	7523.0	9882.0	745.0	7455.0	5267.0	1529.0
52	209	21	90	6393.0	1008.0	7964.0	597.0	3613.0	1026.0	2288.0	809.0	7708.0	2581.0	2454.0	328.0	2822.0	8848.0	1566.0	1486.0	3208.0	4505.0	7984.0	1945.0	1628.0	2852.0	8378.0	2040.0	1274.0	1440.0	3941.0	551.0	9516.0	1427.0	9098.0	2342.0	1417.0	2783.0	560.0	1608.0	4179.0	4244.0	8211.0	8950.0	3045.0	1702.0	968.0	9926.0	3226.0	1120.0	1738.0	4980.0	2306.0	8797.0	7524.0	9882.0	745.0	7454.0	5266.0	1528.0
52	213	21	94	6391.0	1007.0	7935.0	505.0	3610.0	996.0	2284.0	766.0	7686.0	2562.0	2450.0	324.0	2831.0	8843.0	1561.0	1480.0	3102.0	4501.0	7979.0	1924.0	1622.0	2847.0	8377.0	1986.0	1271.0	1434.0	3937.0	505.0	9510.0	1418.0	9093.0	2340.0	1339.0	2774.0	545.0	1582.0	4174.0	4243.0	8107.0	8948.0	3044.0	1697.0	955.0	9854.0	3220.0	1114.0	1737.0	4973.0	2301.0	8790.0	7523.0	9876.0	742.0	7447.0	5244.0	1524.0
52	256	21	122	6391.0	1010.0	7933.0	578.0	3593.0	996.0	2283.0	817.0	7695.0	2581.0	2486.0	328.0	2759.0	8843.0	1567.0	1480.0	3205.0	4502.0	8002.0	1948.0	1628.0	2850.0	8374.0	2037.0	1276.0	1437.0	3939.0	465.0	9510.0	1424.0	9096.0	2387.0	1346.0	2789.0	539.0	1604.0	4175.0	4256.0	8106.0	8942.0	3040.0	1699.0	962.0	9856.0	3224.0	1119.0	1695.0	4975.0	2303.0	8794.0	7474.0	9879.0	745.0	7449.0	5262.0	1517.0
52	57	21	26	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
53	256	22	122	6391.0	1012.0	7933.0	576.0	3588.0	998.0	2284.0	818.0	7695.0	2582.0	2485.0	328.0	2760.0	8846.0	1567.0	1481.0	3204.0	4468.0	8003.0	1949.0	1629.0	2852.0	8375.0	2036.0	1276.0	1436.0	3939.0	464.0	9476.0	1424.0	9096.0	2387.0	1348.0	2789.0	538.0	1604.0	4174.0	4257.0	8105.0	8942.0	3039.0	1700.0	962.0	9859.0	3224.0	1120.0	1695.0	4974.0	2306.0	8794.0	7476.0	9879.0	745.0	7449.0	5262.0	1515.0
53	257	22	123	6393.0	987.0	7933.0	577.0	3594.0	998.0	2285.0	818.0	7695.0	2582.0	2477.0	328.0	2759.0	8848.0	1566.0	1482.0	3200.0	4467.0	8003.0	1949.0	1629.0	2853.0	8376.0	2036.0	1276.0	1437.0	3940.0	464.0	9474.0	1424.0	9096.0	2389.0	1419.0	2788.0	541.0	1605.0	4174.0	4256.0	8105.0	8942.0	3038.0	1700.0	962.0	9859.0	3225.0	1121.0	1694.0	4975.0	2306.0	8795.0	7476.0	9878.0	745.0	7449.0	5262.0	1513.0
53	57	22	26	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
53	373	22	151	6392.0	981.0	7930.0	561.0	3566.0	990.0	2285.0	810.0	7691.0	2655.0	2484.0	300.0	2721.0	8850.0	1631.0	1474.0	3140.0	4463.0	7995.0	1962.0	1619.0	2853.0	8372.0	2051.0	1253.0	1436.0	3939.0	446.0	9467.0	1426.0	9096.0	2387.0	1421.0	2750.0	458.0	1555.0	4173.0	4250.0	8026.0	8942.0	3026.0	1700.0	967.0	9853.0	3225.0	1149.0	1693.0	4956.0	2301.0	8819.0	7466.0	9890.0	747.0	7445.0	5222.0	1469.0
54	208	23	89	6391.0	1007.0	7966.0	598.0	3613.0	1029.0	2289.0	810.0	7708.0	2590.0	2456.0	328.0	2819.0	8849.0	1566.0	1488.0	3101.0	4504.0	7991.0	1944.0	1630.0	2854.0	8376.0	2043.0	1274.0	1440.0	3942.0	494.0	9514.0	1429.0	9098.0	2339.0	1418.0	2819.0	517.0	1609.0	4178.0	4241.0	8171.0	8950.0	3044.0	1701.0	972.0	9928.0	3226.0	1122.0	1735.0	4985.0	2314.0	8799.0	7522.0	9880.0	745.0	7458.0	5266.0	1531.0
54	58	23	27	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
54	172	23	65	6351.0	1009.0	7849.0	479.0	3548.0	963.0	2194.0	784.0	7655.0	2437.0	2419.0	423.0	2771.0	8811.0	1535.0	1427.0	3145.0	4416.0	7881.0	1959.0	1600.0	2861.0	8388.0	2144.0	1221.0	1409.0	3931.0	192.0	9254.0	1331.0	9087.0	2218.0	1299.0	2739.0	476.0	1585.0	4182.0	4240.0	8089.0	8920.0	2887.0	1507.0	943.0	9867.0	3133.0	1132.0	1639.0	5019.0	2254.0	8667.0	7503.0	9927.0	685.0	7412.0	5365.0	1490.0
54	206	23	87	6390.0	1004.0	7968.0	598.0	3613.0	1028.0	2289.0	809.0	7709.0	2589.0	2458.0	333.0	2780.0	8849.0	1568.0	1489.0	3098.0	4461.0	7990.0	1945.0	1632.0	2855.0	8370.0	2056.0	1274.0	1442.0	3945.0	485.0	9513.0	1433.0	9112.0	2336.0	1417.0	2817.0	515.0	1610.0	4191.0	4239.0	8212.0	8951.0	3045.0	1700.0	977.0	9931.0	3229.0	1124.0	1733.0	4988.0	2328.0	8798.0	7519.0	9883.0	745.0	7493.0	5269.0	1532.0
54	173	23	66	6351.0	1010.0	7850.0	481.0	3548.0	965.0	2194.0	733.0	7656.0	2437.0	2417.0	424.0	2772.0	8811.0	1536.0	1428.0	3145.0	4416.0	7880.0	1961.0	1601.0	2861.0	8389.0	2148.0	1221.0	1411.0	3935.0	192.0	9268.0	1333.0	9090.0	2219.0	1298.0	2749.0	476.0	1585.0	4167.0	4240.0	8089.0	8916.0	2887.0	1503.0	942.0	9868.0	3137.0	1132.0	1639.0	5018.0	2245.0	8665.0	7503.0	20000.0	687.0	7412.0	5257.0	1490.0
54	176	23	67	6363.0	1010.0	7850.0	562.0	3547.0	966.0	2193.0	731.0	7658.0	2438.0	2415.0	424.0	2769.0	8811.0	1537.0	1430.0	3144.0	4416.0	7877.0	1961.0	1601.0	2861.0	8325.0	2150.0	1220.0	1413.0	3935.0	190.0	9270.0	1334.0	9091.0	2222.0	1295.0	2753.0	475.0	1587.0	4164.0	4240.0	8089.0	8915.0	2889.0	1502.0	942.0	9871.0	3144.0	1132.0	1638.0	5016.0	2228.0	8664.0	7504.0	9811.0	686.0	7410.0	5255.0	1490.0
54	59	23	28	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
