alnA	alnB	A	B	YOR089C_43	YOR089C_54	YOR089C_39	YOR089C_67	YOR089C_38	YOR089C_61	YOR089C_70	YOR089C_11	YOR089C_32	YOR089C_36	YOR089C_28	YOR089C_69	YOR089C_56	YOR089C_15	YOR089C_64	YOR089C_10	YOR089C_20	YOR089C_24	YOR089C_12	YOR089C_03	YOR089C_07	YOR089C_44	YOR089C_52	YOR089C_26	YOR089C_17	YOR089C_59	YOR089C_02	YOR089C_33	YOR089C_48	YOR089C_35	YOR089C_60	YOR089C_47	YOR089C_41	YOR089C_27
52	210	16	86	2445.0	4256.0	4028.0	2317.0	6179.0	2987.0	5935.0	4262.0	4831.0	9616.0	2340.0	7528.0	3236.0	7067.0	918.0	1554.0	946.0	3092.0	8614.0	5725.0	4625.0	4657.0	7422.0	4545.0	6413.0	8851.0	1132.0	8905.0	6045.0	948.0	4822.0	7139.0	4157.0	8559.0
52	257	16	119	2445.0	4253.0	3974.0	2322.0	6176.0	2984.0	5908.0	4268.0	4830.0	9576.0	2340.0	7531.0	3238.0	7072.0	920.0	1551.0	899.0	3109.0	8616.0	5725.0	4621.0	4658.0	7420.0	4549.0	6397.0	8857.0	1095.0	8906.0	6049.0	946.0	4832.0	7141.0	4159.0	8556.0
52	208	16	84	2445.0	4259.0	4033.0	2317.0	6181.0	2986.0	5935.0	4264.0	4831.0	9616.0	2343.0	7529.0	3240.0	7067.0	921.0	1554.0	949.0	3120.0	8615.0	5729.0	4630.0	4657.0	7418.0	4544.0	6412.0	8854.0	1134.0	8906.0	6048.0	951.0	4820.0	7133.0	4159.0	8561.0
52	209	16	85	2446.0	4257.0	4029.0	2318.0	6180.0	2986.0	5935.0	4263.0	4832.0	9617.0	2341.0	7529.0	3239.0	7067.0	920.0	1554.0	949.0	3116.0	8615.0	5727.0	4627.0	4658.0	7420.0	4545.0	6413.0	8854.0	1133.0	8906.0	6048.0	949.0	4821.0	7136.0	4158.0	8560.0
52	213	16	89	2443.0	4252.0	4026.0	2315.0	6176.0	2986.0	5906.0	4255.0	4828.0	9589.0	2337.0	7526.0	3226.0	7064.0	904.0	1554.0	893.0	3088.0	8611.0	5720.0	4619.0	4654.0	7467.0	4544.0	6415.0	8846.0	1122.0	8903.0	6016.0	944.0	4822.0	7143.0	4155.0	8555.0
52	256	16	118	2444.0	4253.0	4026.0	2318.0	6176.0	2984.0	5907.0	4268.0	4829.0	9592.0	2339.0	7530.0	3236.0	7071.0	919.0	1550.0	898.0	3090.0	8614.0	5725.0	4623.0	4658.0	7420.0	4549.0	6430.0	8853.0	1096.0	8904.0	6050.0	947.0	4835.0	7138.0	4159.0	8555.0
52	57	16	21	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
53	256	17	118	2444.0	4252.0	4026.0	2318.0	6176.0	2984.0	5907.0	4269.0	4830.0	9592.0	2338.0	7530.0	3235.0	7072.0	919.0	1551.0	898.0	3088.0	8613.0	5723.0	4622.0	4659.0	7421.0	4547.0	6431.0	8855.0	1097.0	8906.0	6050.0	947.0	4836.0	7137.0	4159.0	8555.0
53	257	17	119	2446.0	4251.0	3974.0	2322.0	6176.0	2984.0	5907.0	4268.0	4830.0	9576.0	2338.0	7530.0	3237.0	7073.0	920.0	1552.0	898.0	3091.0	8615.0	5724.0	4620.0	4660.0	7421.0	4548.0	6398.0	8861.0	1095.0	8907.0	6049.0	946.0	4832.0	7140.0	4159.0	8556.0
53	57	17	21	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
53	373	17	152	2444.0	4206.0	3956.0	2325.0	6173.0	2980.0	5774.0	4213.0	4828.0	9504.0	2336.0	7533.0	3238.0	7071.0	919.0	1545.0	805.0	3080.0	8616.0	5724.0	4604.0	4652.0	6050.0	4378.0	6391.0	8899.0	1087.0	8909.0	6051.0	925.0	4818.0	7140.0	4156.0	8551.0
54	208	18	84	2448.0	4258.0	4033.0	2317.0	6181.0	2986.0	5933.0	4269.0	4833.0	9618.0	2340.0	7526.0	3239.0	7067.0	922.0	1554.0	951.0	3098.0	8613.0	5727.0	4629.0	4658.0	7418.0	4544.0	6411.0	8868.0	1135.0	8907.0	6042.0	953.0	4822.0	7132.0	4159.0	8562.0
54	58	18	22	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
54	172	18	60	2439.0	3951.0	3878.0	2277.0	5945.0	2725.0	5860.0	4233.0	4719.0	9535.0	1602.0	7438.0	3249.0	7138.0	864.0	1407.0	851.0	3033.0	8632.0	5707.0	4634.0	4570.0	5783.0	4189.0	6411.0	7853.0	1170.0	8538.0	5966.0	779.0	4580.0	7099.0	4049.0	8526.0
54	206	18	82	2454.0	4260.0	4038.0	2317.0	6184.0	2985.0	5911.0	4267.0	4833.0	9499.0	2343.0	7527.0	3242.0	7066.0	923.0	1550.0	951.0	3123.0	8612.0	5737.0	4634.0	4655.0	7412.0	4541.0	6406.0	8880.0	1134.0	8908.0	6041.0	955.0	4821.0	7127.0	4159.0	8562.0
54	173	18	61	2442.0	3951.0	3881.0	2279.0	5955.0	2726.0	5862.0	4237.0	4721.0	9637.0	1604.0	7440.0	3248.0	7153.0	866.0	1407.0	854.0	3035.0	8632.0	5707.0	4635.0	4566.0	5784.0	4189.0	6410.0	8037.0	1169.0	8539.0	5966.0	780.0	4582.0	7105.0	4100.0	8527.0
54	176	18	62	2443.0	3951.0	3881.0	2280.0	5963.0	2726.0	5916.0	4239.0	4726.0	9635.0	1606.0	7444.0	3249.0	7153.0	868.0	1407.0	849.0	3035.0	8626.0	5707.0	4636.0	4564.0	5786.0	4187.0	6410.0	7801.0	1168.0	8541.0	5966.0	781.0	4584.0	7120.0	4101.0	8526.0
54	59	18	23	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
55	172	19	60	2440.0	3952.0	3878.0	2276.0	5944.0	2726.0	5861.0	4234.0	4711.0	9534.0	1602.0	7439.0	3250.0	7156.0	863.0	1408.0	856.0	3034.0	8633.0	5707.0	4635.0	4567.0	5785.0	4190.0	6411.0	7850.0	1171.0	8540.0	5965.0	780.0	4581.0	7098.0	4049.0	8529.0
55	119	19	37	2450.0	4147.0	4036.0	2360.0	5924.0	2821.0	20000.0	4363.0	4734.0	9635.0	1595.0	7498.0	3254.0	7110.0	1013.0	1533.0	893.0	3143.0	8863.0	5824.0	4621.0	4726.0	6012.0	4162.0	6496.0	8190.0	1207.0	8930.0	5947.0	959.0	4592.0	7271.0	4226.0	8544.0
55	173	19	61	2443.0	3953.0	3880.0	2278.0	5955.0	2727.0	5862.0	4238.0	4720.0	9548.0	1604.0	7441.0	3249.0	7161.0	865.0	1408.0	854.0	3037.0	8633.0	5707.0	4636.0	4565.0	5786.0	4189.0	6410.0	7852.0	1170.0	8541.0	5965.0	781.0	4584.0	7103.0	4102.0	8531.0
55	59	19	23	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
56	373	20	152	2443.0	4208.0	3947.0	2329.0	6169.0	2978.0	5771.0	4213.0	4830.0	9486.0	2321.0	7528.0	3242.0	7069.0	889.0	1546.0	804.0	3081.0	8615.0	5720.0	4599.0	4650.0	6014.0	4375.0	6391.0	8902.0	1085.0	8910.0	6016.0	926.0	4764.0	7125.0	4153.0	8549.0
56	60	20	24	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
57	256	21	118	2443.0	4247.0	3960.0	2316.0	6172.0	2982.0	5904.0	4274.0	4833.0	9490.0	2332.0	7524.0	3238.0	7070.0	923.0	1550.0	896.0	3108.0	8609.0	5719.0	4604.0	4658.0	7420.0	4377.0	6391.0	8893.0	1087.0	8906.0	6012.0	950.0	4831.0	7128.0	4157.0	8550.0
57	373	21	152	2443.0	4209.0	3945.0	2330.0	6154.0	2978.0	5773.0	4237.0	4831.0	9477.0	2319.0	7527.0	3333.0	7068.0	889.0	1546.0	805.0	3081.0	8614.0	5720.0	4598.0	4662.0	6012.0	4374.0	6392.0	8902.0	1085.0	8909.0	6015.0	926.0	4763.0	7124.0	4153.0	8548.0
57	381	21	158	2439.0	4203.0	3938.0	2299.0	6138.0	2977.0	5773.0	4199.0	4828.0	9464.0	1603.0	7528.0	3324.0	7066.0	884.0	1543.0	801.0	3076.0	8614.0	5714.0	4598.0	4638.0	6007.0	4373.0	6393.0	8902.0	1085.0	8588.0	6008.0	919.0	4759.0	7124.0	4152.0	8545.0
57	371	21	150	2440.0	4213.0	3944.0	2302.0	6168.0	2979.0	5767.0	4276.0	4831.0	9484.0	2314.0	7525.0	3238.0	7066.0	888.0	1545.0	806.0	3083.0	8608.0	5715.0	4595.0	4645.0	6040.0	4373.0	6387.0	8896.0	1084.0	8906.0	6009.0	925.0	4764.0	7123.0	4150.0	8547.0
57	61	21	25	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
57	254	21	116	2442.0	4250.0	3988.0	2303.0	6174.0	2980.0	5898.0	4275.0	4832.0	9487.0	2330.0	7521.0	3238.0	7067.0	922.0	1547.0	892.0	3095.0	8607.0	5717.0	4602.0	4650.0	7415.0	4374.0	6392.0	8890.0	1087.0	8905.0	6010.0	953.0	4766.0	7123.0	4154.0	8552.0
57	385	21	162	2442.0	4198.0	3939.0	2295.0	6125.0	2975.0	5769.0	4192.0	4829.0	9453.0	1607.0	7527.0	3313.0	7065.0	881.0	1540.0	799.0	3016.0	8614.0	5719.0	4542.0	4638.0	6009.0	4372.0	6392.0	8822.0	1084.0	8918.0	5974.0	918.0	4678.0	7120.0	4146.0	8547.0
57	208	21	84	2451.0	4256.0	4024.0	2316.0	6179.0	2984.0	5910.0	4274.0	4835.0	9492.0	2338.0	7522.0	3239.0	7065.0	924.0	1555.0	896.0	3106.0	8610.0	5723.0	4629.0	4656.0	7418.0	4540.0	6408.0	8884.0	1136.0	8906.0	6035.0	956.0	4827.0	7127.0	4158.0	8562.0
57	255	21	117	2444.0	4247.0	3961.0	2306.0	6173.0	2981.0	5903.0	4275.0	4833.0	9488.0	2330.0	7524.0	3239.0	7069.0	923.0	1549.0	894.0	3111.0	8609.0	5719.0	4603.0	4657.0	7417.0	4376.0	6392.0	8892.0	1088.0	8907.0	6012.0	951.0	4772.0	7125.0	4156.0	8552.0
58	385	22	162	2439.0	4199.0	3938.0	2296.0	6121.0	2976.0	5771.0	4195.0	4830.0	9449.0	1606.0	7526.0	3308.0	7065.0	882.0	1539.0	801.0	3040.0	8613.0	5717.0	4543.0	4638.0	6007.0	4371.0	6393.0	8820.0	1084.0	8591.0	5976.0	918.0	4680.0	7120.0	4146.0	8546.0
58	62	22	26	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
58	137	22	43	2441.0	3961.0	3905.0	2228.0	5919.0	2726.0	5863.0	4240.0	4729.0	9551.0	1547.0	7437.0	3260.0	7164.0	863.0	1410.0	880.0	3137.0	8761.0	5778.0	4610.0	4566.0	5795.0	4164.0	6437.0	7857.0	1365.0	8586.0	5958.0	781.0	4578.0	7094.0	3929.0	8531.0
58	170	22	58	2434.0	3953.0	3873.0	2224.0	5938.0	2726.0	5859.0	4236.0	4690.0	9523.0	1594.0	7425.0	3250.0	7058.0	855.0	1406.0	848.0	3032.0	8672.0	5711.0	4607.0	4438.0	5781.0	4187.0	6412.0	7775.0	1289.0	8536.0	5962.0	779.0	4576.0	7096.0	3854.0	8526.0
58	172	22	60	2444.0	3951.0	3876.0	2234.0	5942.0	2726.0	5861.0	4241.0	4705.0	9535.0	1604.0	7435.0	3252.0	7163.0	859.0	1408.0	849.0	3034.0	8662.0	5708.0	4655.0	4565.0	5783.0	4186.0	6412.0	7845.0	1175.0	8538.0	5963.0	781.0	4581.0	7099.0	3948.0	8530.0
59	63	23	27	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
60	372	24	151	2439.0	4210.0	3941.0	2300.0	6133.0	2977.0	5770.0	4233.0	4832.0	9475.0	1604.0	7524.0	3240.0	7066.0	884.0	1546.0	804.0	3079.0	8607.0	5713.0	4583.0	4645.0	6007.0	4371.0	6389.0	8901.0	1083.0	8908.0	6011.0	924.0	4759.0	7123.0	4149.0	8545.0
60	373	24	152	2441.0	4209.0	3943.0	2301.0	6138.0	2977.0	5772.0	4234.0	4833.0	9473.0	1606.0	7526.0	3332.0	7067.0	886.0	1546.0	804.0	3078.0	8610.0	5717.0	4585.0	4667.0	6007.0	4372.0	6392.0	8903.0	1084.0	8909.0	6013.0	924.0	4760.0	7124.0	4150.0	8546.0
60	381	24	158	2438.0	4202.0	3936.0	2297.0	6127.0	2785.0	5772.0	4198.0	4830.0	9465.0	1598.0	7527.0	3319.0	7066.0	882.0	1543.0	801.0	3074.0	8610.0	5707.0	4549.0	4637.0	6005.0	4371.0	6393.0	8819.0	1083.0	8581.0	6009.0	918.0	4756.0	7123.0	4150.0	8543.0
60	375	24	154	2441.0	4208.0	3942.0	2302.0	6134.0	2976.0	5774.0	4233.0	4832.0	9467.0	1605.0	7528.0	3332.0	7068.0	886.0	1546.0	803.0	3078.0	8615.0	5719.0	4585.0	4647.0	6005.0	4372.0	6393.0	8905.0	1084.0	8579.0	6015.0	923.0	4757.0	7124.0	4151.0	8546.0
60	376	24	155	2440.0	4206.0	3939.0	2300.0	6131.0	2790.0	5774.0	4205.0	4830.0	9468.0	1602.0	7529.0	3333.0	7068.0	885.0	1545.0	802.0	3076.0	8614.0	5717.0	4595.0	4643.0	6004.0	4371.0	6393.0	8822.0	1084.0	8580.0	6012.0	921.0	4755.0	7123.0	4151.0	8545.0
60	374	24	153	2442.0	4208.0	3943.0	2304.0	6139.0	2977.0	5773.0	4234.0	4833.0	9470.0	2308.0	7527.0	3332.0	7068.0	886.0	1546.0	804.0	3078.0	8614.0	5720.0	4589.0	4674.0	6007.0	4373.0	6393.0	8904.0	1084.0	8581.0	6016.0	924.0	4760.0	7125.0	4150.0	8548.0
60	382	24	159	2440.0	4202.0	3937.0	2296.0	6126.0	2789.0	5772.0	4199.0	4832.0	9465.0	1600.0	7527.0	3318.0	7066.0	882.0	1542.0	801.0	3076.0	8613.0	5711.0	4545.0	4638.0	6005.0	4371.0	6394.0	8820.0	1084.0	8583.0	6011.0	920.0	4756.0	7123.0	4149.0	8546.0
61	381	25	158	2437.0	4202.0	3935.0	2295.0	6125.0	2783.0	5772.0	4198.0	4832.0	9463.0	1597.0	7498.0	3318.0	7066.0	882.0	1466.0	802.0	3074.0	8608.0	5705.0	4545.0	4629.0	6003.0	4369.0	6394.0	8571.0	1083.0	8580.0	6011.0	917.0	4754.0	7122.0	4148.0	8543.0
61	382	25	159	2439.0	4202.0	3936.0	2295.0	6123.0	2786.0	5771.0	4198.0	4833.0	9463.0	1599.0	7525.0	3310.0	7066.0	882.0	1466.0	802.0	3075.0	8610.0	5710.0	4544.0	4629.0	6004.0	4370.0	6394.0	8570.0	1083.0	8583.0	6012.0	919.0	4755.0	7122.0	4147.0	8545.0
61	385	25	162	2437.0	4193.0	3934.0	2292.0	6117.0	2783.0	5769.0	4167.0	4832.0	9448.0	1599.0	7497.0	3293.0	7064.0	881.0	1464.0	799.0	3041.0	8608.0	5709.0	4489.0	4632.0	6003.0	4367.0	6393.0	8709.0	1082.0	8585.0	5975.0	918.0	4678.0	7119.0	4144.0	8545.0
61	140	25	45	2426.0	3958.0	3873.0	2224.0	5936.0	2723.0	5860.0	4244.0	4686.0	9518.0	1558.0	7417.0	3264.0	7064.0	857.0	1408.0	850.0	3137.0	8745.0	5764.0	4512.0	4435.0	5785.0	4195.0	6418.0	7782.0	1288.0	8539.0	5957.0	780.0	4575.0	7093.0	3852.0	8526.0
61	168	25	56	2427.0	3954.0	3869.0	2219.0	5937.0	2722.0	5855.0	4239.0	4683.0	9466.0	1560.0	7414.0	3252.0	7054.0	854.0	1404.0	843.0	3033.0	8738.0	5714.0	4510.0	4431.0	5778.0	4187.0	6412.0	7772.0	1283.0	8535.0	5957.0	776.0	4570.0	7092.0	3851.0	8522.0
61	170	25	58	2433.0	3955.0	3872.0	2226.0	5938.0	2725.0	5858.0	4240.0	4690.0	9527.0	1593.0	7423.0	3256.0	7059.0	856.0	1407.0	848.0	3036.0	8744.0	5713.0	4515.0	4435.0	5780.0	4185.0	6413.0	7775.0	1286.0	8536.0	5960.0	781.0	4575.0	7096.0	3854.0	8526.0
62	140	26	45	2428.0	3958.0	3872.0	2223.0	5942.0	2722.0	5860.0	4244.0	4688.0	9517.0	1555.0	7420.0	3264.0	7063.0	854.0	1409.0	849.0	3137.0	8745.0	5763.0	4512.0	4435.0	5786.0	4195.0	6418.0	7782.0	1288.0	8538.0	5957.0	781.0	4575.0	7092.0	3851.0	8528.0
62	137	26	43	2435.0	3961.0	3874.0	2227.0	5922.0	2724.0	5863.0	4255.0	4702.0	9532.0	1596.0	7436.0	3266.0	7068.0	861.0	1412.0	858.0	3140.0	8750.0	5773.0	4515.0	4476.0	5793.0	4196.0	6421.0	7845.0	1367.0	8552.0	5960.0	786.0	4579.0	7093.0	3857.0	8532.0
62	138	26	44	2430.0	3959.0	3873.0	2225.0	5944.0	2723.0	5861.0	4246.0	4693.0	9528.0	1558.0	7431.0	3265.0	7065.0	856.0	1411.0	854.0	3138.0	8748.0	5764.0	4513.0	4477.0	5791.0	4196.0	6419.0	7785.0	1288.0	8539.0	5958.0	783.0	4577.0	7093.0	3854.0	8530.0
62	170	26	58	2433.0	3956.0	3872.0	2225.0	5939.0	2724.0	5858.0	4241.0	4694.0	9524.0	1593.0	7423.0	3258.0	7059.0	854.0	1408.0	847.0	3134.0	8743.0	5712.0	4514.0	4435.0	5781.0	4185.0	6413.0	7777.0	1286.0	8537.0	5959.0	781.0	4575.0	7095.0	3853.0	8527.0
119	177	37	63	2592.0	4235.0	3888.0	2294.0	5912.0	2841.0	6069.0	4272.0	4721.0	20000.0	1552.0	7524.0	3290.0	7112.0	904.0	1542.0	860.0	3221.0	8768.0	5722.0	4704.0	4950.0	5791.0	4162.0	6420.0	7869.0	20000.0	8537.0	5938.0	683.0	4565.0	7125.0	3822.0	8630.0
119	173	37	61	2601.0	4231.0	3888.0	2305.0	5914.0	2841.0	6072.0	4274.0	4725.0	9545.0	1775.0	7533.0	3293.0	7246.0	907.0	1546.0	1085.0	3222.0	8947.0	5807.0	4705.0	4958.0	5789.0	4164.0	6422.0	8141.0	20000.0	8538.0	5941.0	1079.0	4891.0	7318.0	3825.0	8635.0
119	176	37	62	2596.0	4234.0	3888.0	2296.0	5914.0	2841.0	6071.0	4273.0	4724.0	20000.0	1554.0	7530.0	3292.0	7126.0	906.0	1544.0	1085.0	3222.0	8946.0	5806.0	4704.0	4956.0	5791.0	4163.0	6422.0	7871.0	20000.0	8538.0	5939.0	1078.0	4867.0	7126.0	3824.0	8632.0
119	135	37	41	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
119	172	37	60	2603.0	4230.0	3888.0	2306.0	5915.0	2840.0	6074.0	4274.0	4725.0	9545.0	1808.0	7708.0	3409.0	7247.0	909.0	1548.0	1086.0	3222.0	8948.0	5808.0	4705.0	4958.0	5789.0	4166.0	6423.0	8142.0	20000.0	8538.0	5947.0	1079.0	4891.0	7316.0	3828.0	8637.0
132	176	39	62	2602.0	4311.0	3889.0	2306.0	5913.0	3022.0	6073.0	4277.0	4726.0	20000.0	1552.0	7534.0	3292.0	7245.0	909.0	1545.0	1087.0	3223.0	8947.0	5806.0	4707.0	4983.0	5795.0	4160.0	6425.0	7871.0	20000.0	8538.0	5940.0	1078.0	4565.0	7319.0	3822.0	8634.0
132	190	39	70	2552.0	3879.0	3891.0	2299.0	5872.0	2845.0	6056.0	4202.0	4719.0	9414.0	1540.0	7386.0	3285.0	7104.0	875.0	1534.0	992.0	3023.0	8638.0	5611.0	4521.0	4483.0	5794.0	4153.0	6410.0	7868.0	1145.0	8523.0	5930.0	676.0	4552.0	7120.0	3816.0	8626.0
132	172	39	60	2627.0	4237.0	3890.0	2309.0	5914.0	3025.0	6075.0	4278.0	4905.0	20000.0	1568.0	7711.0	3410.0	7249.0	913.0	1550.0	1088.0	3224.0	8949.0	5809.0	4709.0	4986.0	5793.0	4163.0	6426.0	8139.0	20000.0	8541.0	5944.0	1079.0	4893.0	7318.0	3823.0	8808.0
132	173	39	61	2605.0	4312.0	3890.0	2308.0	5914.0	3023.0	6073.0	4277.0	4729.0	20000.0	1566.0	7711.0	3296.0	7247.0	910.0	1548.0	1087.0	3223.0	8948.0	5807.0	4708.0	4984.0	5793.0	4162.0	6425.0	7879.0	20000.0	8538.0	5942.0	1079.0	4894.0	7319.0	3823.0	8807.0
134	172	40	60	2634.0	4313.0	3891.0	2310.0	5913.0	3024.0	6075.0	4279.0	4906.0	20000.0	1567.0	7711.0	3411.0	7250.0	915.0	1551.0	1089.0	3226.0	8950.0	5808.0	4709.0	4988.0	5864.0	4162.0	6427.0	8137.0	20000.0	8544.0	5943.0	1080.0	4894.0	7319.0	3823.0	8808.0
134	173	40	61	2606.0	4312.0	3890.0	2310.0	5913.0	3023.0	6074.0	4279.0	4906.0	20000.0	1553.0	7711.0	3408.0	7248.0	913.0	1550.0	1088.0	3224.0	8949.0	5807.0	4708.0	4985.0	5863.0	4160.0	6426.0	8137.0	20000.0	8540.0	5941.0	1079.0	4895.0	7319.0	3823.0	8807.0
134	176	40	62	2604.0	4311.0	3890.0	2307.0	5913.0	3022.0	6073.0	4279.0	4784.0	20000.0	1551.0	7710.0	3406.0	7246.0	911.0	1548.0	1088.0	3223.0	8948.0	5806.0	4706.0	4985.0	5862.0	4159.0	6426.0	7874.0	1175.0	8538.0	5940.0	1078.0	4564.0	7319.0	3822.0	8642.0
134	171	40	59	2761.0	4314.0	3891.0	2312.0	5912.0	3025.0	6076.0	4280.0	4907.0	20000.0	1569.0	7712.0	3416.0	7251.0	927.0	1552.0	1089.0	3226.0	8950.0	5809.0	4709.0	4987.0	5866.0	4163.0	6428.0	8139.0	20000.0	8544.0	5945.0	1080.0	4894.0	7318.0	3823.0	8808.0
134	194	40	74	2493.0	3892.0	3864.0	2204.0	5871.0	2803.0	5959.0	4195.0	4718.0	9404.0	1537.0	7386.0	3208.0	7075.0	870.0	1531.0	893.0	3048.0	8603.0	5611.0	4518.0	4478.0	5793.0	4152.0	6403.0	7752.0	1116.0	8521.0	5927.0	676.0	4551.0	7093.0	3812.0	8624.0
135	171	41	59	2762.0	4324.0	4045.0	2596.0	5914.0	3026.0	6078.0	4625.0	20000.0	20000.0	1808.0	7714.0	3420.0	20000.0	1104.0	1558.0	1090.0	3307.0	8951.0	5813.0	4711.0	4990.0	5867.0	4165.0	6431.0	8146.0	20000.0	8891.0	5948.0	1085.0	4896.0	7320.0	3827.0	8815.0
135	172	41	60	2762.0	4322.0	4038.0	2595.0	5915.0	3025.0	6077.0	4625.0	20000.0	20000.0	1568.0	7713.0	3416.0	7252.0	926.0	1557.0	1090.0	3302.0	8951.0	5811.0	4710.0	4990.0	5865.0	4163.0	6430.0	8140.0	20000.0	8891.0	5947.0	1084.0	4895.0	7320.0	3825.0	8815.0
135	170	41	58	2763.0	4326.0	4048.0	2597.0	5913.0	3028.0	6078.0	4625.0	20000.0	20000.0	1809.0	7715.0	3425.0	20000.0	1107.0	1786.0	1090.0	3317.0	8951.0	5813.0	4711.0	4990.0	5868.0	4168.0	6431.0	8149.0	20000.0	8891.0	6098.0	1085.0	4896.0	7319.0	4454.0	8817.0
136	170	42	58	2765.0	4328.0	4053.0	2598.0	5916.0	3031.0	6080.0	4626.0	20000.0	20000.0	1812.0	7718.0	3428.0	20000.0	1110.0	1788.0	1091.0	20000.0	8953.0	5819.0	4712.0	4992.0	5870.0	4173.0	20000.0	8151.0	20000.0	8892.0	6331.0	1087.0	4898.0	7321.0	4455.0	8820.0
136	171	42	59	2765.0	4326.0	4048.0	2597.0	5916.0	3026.0	6079.0	4626.0	20000.0	20000.0	1811.0	7717.0	3425.0	20000.0	1106.0	1787.0	1090.0	3311.0	8953.0	5816.0	4712.0	4991.0	5868.0	4168.0	20000.0	8149.0	20000.0	8892.0	6099.0	1086.0	4897.0	7322.0	4456.0	8820.0
136	169	42	57	2766.0	4330.0	4057.0	2599.0	5917.0	3033.0	6080.0	4628.0	20000.0	20000.0	1813.0	7724.0	3429.0	20000.0	1111.0	1791.0	1092.0	20000.0	8954.0	20000.0	4712.0	4992.0	5872.0	4176.0	20000.0	8156.0	20000.0	8893.0	6331.0	1089.0	4900.0	7322.0	4455.0	8821.0
136	168	42	56	2767.0	4332.0	4060.0	2600.0	20000.0	3036.0	6081.0	4630.0	20000.0	20000.0	1814.0	7740.0	3430.0	20000.0	1114.0	1792.0	1093.0	20000.0	8955.0	20000.0	4712.0	5000.0	5875.0	4181.0	20000.0	8157.0	20000.0	8893.0	6332.0	1087.0	4900.0	7322.0	4455.0	8821.0
