alnA	alnB	A	B	YNL090W_36	YNL090W_17	YNL090W_11	YNL090W_19	YNL090W_42	YNL090W_32	YNL090W_28	YNL090W_57	YNL090W_67	YNL090W_51	YNL090W_37	YNL090W_50	YNL090W_66	YNL090W_03	YNL090W_22	YNL090W_60	YNL090W_06	YNL090W_56	YNL090W_21	YNL090W_62	YNL090W_09	YNL090W_15	YNL090W_64	YNL090W_12	YNL090W_05	YNL090W_20	YNL090W_44	YNL090W_24	YNL090W_25	YNL090W_43	YNL090W_40	YNL090W_54	YNL090W_68	YNL090W_30	YNL090W_01	YNL090W_23	YNL090W_65	YNL090W_02	YNL090W_61	YNL090W_41	YNL090W_46	YNL090W_58	YNL090W_55	YNL090W_33	YNL090W_48	YNL090W_49	YNL090W_16
47	205	11	80	1727.0	3830.0	8851.0	3686.0	3257.0	6769.0	4915.0	2735.0	2972.0	1304.0	5546.0	289.0	1792.0	6850.0	1583.0	5567.0	1758.0	6980.0	7567.0	9744.0	6672.0	2680.0	1683.0	777.0	2397.0	1087.0	1414.0	4915.0	1237.0	5003.0	5806.0	2366.0	949.0	8473.0	277.0	7608.0	9132.0	2363.0	9387.0	2475.0	1516.0	9392.0	1086.0	674.0	7208.0	4121.0	4141.0
47	195	11	74	1727.0	3828.0	8852.0	3655.0	3259.0	6767.0	4914.0	2731.0	2978.0	1316.0	5544.0	351.0	1849.0	6868.0	1585.0	5569.0	1760.0	6969.0	7572.0	9743.0	6667.0	2681.0	1685.0	795.0	2388.0	1090.0	1414.0	4911.0	1240.0	4962.0	5802.0	2369.0	947.0	8469.0	280.0	7605.0	9129.0	2360.0	9396.0	2482.0	1515.0	9392.0	1088.0	658.0	7204.0	4130.0	4144.0
47	230	11	103	1714.0	3824.0	8845.0	3619.0	3225.0	6760.0	4913.0	2656.0	2961.0	1288.0	5639.0	273.0	1784.0	6844.0	1584.0	5556.0	1751.0	6965.0	7496.0	9748.0	6623.0	2687.0	1672.0	743.0	2368.0	1079.0	1360.0	4831.0	1249.0	4967.0	5801.0	2348.0	958.0	8440.0	241.0	7588.0	9119.0	2373.0	9409.0	2462.0	1513.0	9374.0	1071.0	653.0	7203.0	4115.0	4106.0
47	191	11	70	1728.0	3826.0	8853.0	3687.0	3257.0	6765.0	4914.0	2721.0	2981.0	1322.0	5539.0	276.0	1847.0	6873.0	1588.0	5569.0	1767.0	6968.0	7574.0	9744.0	6663.0	2683.0	1693.0	765.0	2386.0	1090.0	1386.0	4907.0	1239.0	4960.0	5814.0	2376.0	948.0	8434.0	281.0	7597.0	9128.0	2360.0	9355.0	2507.0	1513.0	9392.0	1090.0	654.0	7200.0	4093.0	4120.0
47	52	11	16	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
48	226	12	99	1716.0	3831.0	8843.0	3619.0	3221.0	6763.0	4917.0	2654.0	2962.0	1284.0	5637.0	273.0	1786.0	6844.0	1584.0	5561.0	1752.0	6967.0	7499.0	9749.0	6617.0	2690.0	1672.0	755.0	2370.0	1079.0	1360.0	4833.0	1245.0	4972.0	5801.0	2340.0	960.0	8464.0	243.0	7590.0	9119.0	2370.0	9414.0	2471.0	1514.0	9375.0	1070.0	653.0	7204.0	4092.0	4107.0
48	52	12	16	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
48	208	12	83	1726.0	3880.0	8852.0	3683.0	3250.0	6783.0	4917.0	2786.0	2971.0	1294.0	5554.0	281.0	1790.0	6850.0	1585.0	5567.0	1760.0	6986.0	7553.0	9752.0	6670.0	2685.0	1686.0	771.0	2384.0	1085.0	1411.0	4921.0	1233.0	5000.0	5801.0	2364.0	952.0	8473.0	287.0	7610.0	9129.0	2366.0	9401.0	2475.0	1516.0	9383.0	1074.0	674.0	7210.0	4117.0	4140.0
48	222	12	95	1719.0	3836.0	8842.0	3620.0	3223.0	6767.0	4918.0	2687.0	2962.0	1283.0	5637.0	274.0	1786.0	6845.0	1585.0	5568.0	1751.0	6968.0	7498.0	9751.0	6607.0	2690.0	1673.0	755.0	2372.0	1079.0	1364.0	4834.0	1243.0	4974.0	5799.0	2339.0	961.0	8466.0	252.0	7593.0	9120.0	2368.0	9414.0	2471.0	1514.0	9375.0	1069.0	657.0	7205.0	4093.0	4136.0
48	221	12	94	1719.0	3837.0	8841.0	3621.0	3222.0	6767.0	4918.0	2683.0	2962.0	1278.0	5598.0	272.0	1787.0	6844.0	1582.0	5568.0	1751.0	6966.0	7497.0	9752.0	6598.0	2691.0	1671.0	755.0	2372.0	1080.0	1371.0	4834.0	1222.0	4974.0	5798.0	2336.0	961.0	8467.0	252.0	7596.0	9121.0	2369.0	9415.0	2471.0	1514.0	9375.0	1068.0	653.0	7204.0	4092.0	4136.0
49	208	13	83	1728.0	3843.0	8852.0	3684.0	3246.0	6786.0	4918.0	2788.0	2970.0	1293.0	5654.0	282.0	1789.0	6846.0	1585.0	5567.0	1762.0	6994.0	7550.0	9750.0	6671.0	2684.0	1686.0	771.0	2379.0	1086.0	1411.0	4923.0	1233.0	5001.0	5800.0	2364.0	952.0	8471.0	288.0	7630.0	9128.0	2366.0	9402.0	2477.0	1516.0	9385.0	1074.0	676.0	7212.0	4116.0	4139.0
49	221	13	94	1722.0	3837.0	8842.0	3666.0	3222.0	6770.0	4919.0	2689.0	2963.0	1278.0	5595.0	273.0	1787.0	6843.0	1584.0	5570.0	1753.0	6967.0	7497.0	9750.0	6602.0	2690.0	1674.0	755.0	2373.0	1079.0	1371.0	4834.0	1242.0	4977.0	5797.0	2336.0	961.0	8465.0	254.0	7599.0	9121.0	2370.0	9415.0	2472.0	1513.0	9375.0	1069.0	658.0	7207.0	4093.0	4107.0
49	217	13	90	1724.0	3840.0	8845.0	3680.0	3223.0	6783.0	4920.0	2691.0	2964.0	1278.0	5596.0	274.0	1786.0	6844.0	1583.0	5567.0	1752.0	6968.0	7494.0	9754.0	6602.0	2687.0	1688.0	758.0	2374.0	1080.0	1376.0	4836.0	1228.0	4986.0	5797.0	2335.0	961.0	8463.0	266.0	7601.0	9123.0	2369.0	9410.0	2473.0	1512.0	9375.0	1067.0	658.0	7207.0	4092.0	4136.0
49	177	13	62	1745.0	3816.0	8653.0	3688.0	3228.0	6767.0	4915.0	2556.0	2962.0	1275.0	5523.0	404.0	1841.0	6959.0	1543.0	5575.0	1807.0	6973.0	7517.0	9748.0	6667.0	2689.0	1706.0	759.0	2385.0	1088.0	1297.0	4900.0	1224.0	4895.0	5823.0	2416.0	973.0	8407.0	209.0	7598.0	9073.0	2355.0	9325.0	2509.0	1368.0	9311.0	1025.0	648.0	7197.0	4093.0	4085.0
49	54	13	18	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
50	177	14	62	1744.0	3810.0	8650.0	3687.0	3227.0	6769.0	4911.0	2555.0	2958.0	1274.0	5525.0	408.0	1840.0	6959.0	1537.0	5579.0	1809.0	6975.0	7515.0	9733.0	6667.0	2689.0	1706.0	756.0	2385.0	1089.0	1296.0	4795.0	1224.0	4894.0	5823.0	2395.0	973.0	8406.0	208.0	7600.0	9069.0	2356.0	9322.0	2508.0	1365.0	9308.0	1023.0	650.0	7199.0	4099.0	4082.0
50	213	14	88	1726.0	3841.0	8847.0	3678.0	3222.0	6792.0	4884.0	2694.0	2965.0	1278.0	5593.0	276.0	1786.0	6842.0	1584.0	5565.0	1753.0	6968.0	7492.0	9755.0	6602.0	2682.0	1691.0	761.0	2374.0	1081.0	1378.0	4836.0	1226.0	4990.0	5796.0	2336.0	959.0	8462.0	275.0	7604.0	9125.0	2368.0	9407.0	2476.0	1511.0	9377.0	1065.0	664.0	7209.0	4093.0	4135.0
51	213	15	88	1726.0	3841.0	8847.0	3661.0	3222.0	6791.0	4883.0	2694.0	2964.0	1277.0	5591.0	277.0	1786.0	6841.0	1585.0	5564.0	1754.0	6968.0	7491.0	9754.0	6601.0	2680.0	1691.0	761.0	2373.0	1081.0	1377.0	4835.0	1224.0	4990.0	5795.0	2335.0	960.0	8460.0	288.0	7605.0	9126.0	2369.0	9406.0	2480.0	1510.0	9377.0	1064.0	665.0	7209.0	4094.0	4134.0
51	210	15	85	1729.0	3841.0	8853.0	3685.0	3229.0	6792.0	4887.0	2704.0	2967.0	1288.0	5599.0	282.0	1787.0	6842.0	1586.0	5565.0	1761.0	6996.0	7527.0	9751.0	6605.0	2681.0	1689.0	769.0	2374.0	1084.0	1382.0	4842.0	1229.0	4997.0	5797.0	2346.0	954.0	8463.0	290.0	7630.0	9127.0	2368.0	9404.0	2481.0	1512.0	9381.0	1068.0	675.0	7212.0	4108.0	4136.0
51	256	15	117	1721.0	3832.0	8844.0	3639.0	3233.0	6782.0	4867.0	2704.0	2903.0	1268.0	5554.0	285.0	1788.0	6837.0	1600.0	5560.0	1780.0	7006.0	7484.0	9741.0	6601.0	2676.0	1690.0	829.0	2350.0	1079.0	1367.0	4834.0	1254.0	4975.0	5781.0	2357.0	932.0	8429.0	260.0	7583.0	9121.0	2300.0	9372.0	2474.0	1513.0	9379.0	1062.0	677.0	7249.0	4112.0	4104.0
51	257	15	118	1723.0	3832.0	8843.0	3639.0	3232.0	6782.0	4867.0	2703.0	2902.0	1267.0	5549.0	285.0	1788.0	6837.0	1600.0	5558.0	1747.0	7004.0	7484.0	9741.0	6599.0	2676.0	1689.0	830.0	2343.0	1080.0	1368.0	4834.0	1253.0	4972.0	5779.0	2359.0	931.0	8430.0	261.0	7584.0	9121.0	2299.0	9369.0	2474.0	1512.0	9379.0	1064.0	677.0	7245.0	4111.0	4103.0
52	210	16	85	1728.0	3841.0	8854.0	3684.0	3229.0	6791.0	4886.0	2702.0	2966.0	1287.0	5599.0	282.0	1787.0	6840.0	1586.0	5564.0	1764.0	6997.0	7526.0	9750.0	6604.0	2681.0	1688.0	765.0	2374.0	1083.0	1381.0	4838.0	1230.0	4997.0	5796.0	2341.0	954.0	8462.0	289.0	7629.0	9128.0	2368.0	9403.0	2481.0	1512.0	9380.0	1065.0	676.0	7214.0	4108.0	4136.0
52	257	16	118	1722.0	3832.0	8843.0	3639.0	3231.0	6782.0	4867.0	2700.0	2901.0	1263.0	5548.0	285.0	1789.0	6836.0	1599.0	5554.0	1781.0	7004.0	7484.0	9737.0	6598.0	2675.0	1690.0	829.0	2343.0	1078.0	1368.0	4834.0	1255.0	4963.0	5778.0	2349.0	931.0	8427.0	261.0	7583.0	9122.0	2298.0	9369.0	2475.0	1512.0	9379.0	1061.0	677.0	7245.0	4110.0	4102.0
52	208	16	83	1730.0	3842.0	8849.0	3687.0	3245.0	6789.0	4918.0	2789.0	2968.0	1289.0	5643.0	281.0	1786.0	6839.0	1586.0	5565.0	1768.0	7021.0	7541.0	9743.0	6605.0	2680.0	1685.0	767.0	2373.0	1083.0	1385.0	4925.0	1231.0	5000.0	5796.0	2346.0	952.0	8463.0	290.0	7631.0	9127.0	2367.0	9400.0	2481.0	1514.0	9388.0	1065.0	677.0	7215.0	4114.0	4136.0
52	209	16	84	1729.0	3841.0	8852.0	3686.0	3232.0	6791.0	4889.0	2703.0	2967.0	1288.0	5642.0	282.0	1787.0	6840.0	1586.0	5565.0	1766.0	7021.0	7531.0	9747.0	6604.0	2680.0	1687.0	768.0	2374.0	1084.0	1383.0	4842.0	1230.0	4999.0	5796.0	2346.0	953.0	8463.0	290.0	7630.0	9128.0	2367.0	9402.0	2481.0	1513.0	9385.0	1064.0	677.0	7215.0	4112.0	4136.0
52	213	16	88	1726.0	3840.0	8899.0	3623.0	3222.0	6790.0	4882.0	2694.0	2963.0	1277.0	5592.0	279.0	1786.0	6840.0	1586.0	5563.0	1756.0	6970.0	7490.0	9753.0	6600.0	2680.0	1690.0	761.0	2373.0	1081.0	1377.0	4835.0	1226.0	4991.0	5795.0	2336.0	962.0	8459.0	288.0	7610.0	9127.0	2370.0	9406.0	2487.0	1509.0	9378.0	1064.0	669.0	7211.0	4095.0	4134.0
52	256	16	117	1721.0	3832.0	8844.0	3639.0	3233.0	6782.0	4867.0	2700.0	2902.0	1264.0	5550.0	284.0	1788.0	6836.0	1599.0	5559.0	1781.0	7006.0	7484.0	9739.0	6598.0	2675.0	1690.0	829.0	2351.0	1077.0	1367.0	4834.0	1257.0	4976.0	5781.0	2344.0	932.0	8426.0	260.0	7582.0	9121.0	2299.0	9371.0	2475.0	1512.0	9380.0	1060.0	677.0	7248.0	4111.0	4103.0
52	57	16	21	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
53	256	17	117	1721.0	3831.0	8844.0	3639.0	3234.0	6782.0	4868.0	2697.0	2904.0	1263.0	5550.0	285.0	1790.0	6836.0	1599.0	5558.0	1781.0	7006.0	7485.0	9740.0	6598.0	2676.0	1691.0	829.0	2343.0	1078.0	1368.0	4835.0	1258.0	4975.0	5783.0	2341.0	934.0	8427.0	262.0	7581.0	9122.0	2300.0	9373.0	2474.0	1513.0	9381.0	1061.0	678.0	7249.0	4111.0	4104.0
53	257	17	118	1722.0	3832.0	8844.0	3639.0	3232.0	6782.0	4868.0	2697.0	2903.0	1262.0	5548.0	285.0	1790.0	6837.0	1598.0	5556.0	1782.0	7005.0	7485.0	9739.0	6597.0	2676.0	1690.0	829.0	2341.0	1079.0	1368.0	4834.0	1258.0	4964.0	5780.0	2343.0	932.0	8427.0	263.0	7582.0	9122.0	2300.0	9372.0	2474.0	1513.0	9380.0	1063.0	677.0	7246.0	4110.0	4103.0
53	57	17	21	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
53	373	17	158	1663.0	3792.0	8846.0	3631.0	3285.0	6773.0	4779.0	2582.0	2825.0	1039.0	5522.0	273.0	1712.0	6835.0	1594.0	5499.0	1768.0	7004.0	7427.0	9730.0	6488.0	2669.0	1609.0	811.0	2311.0	1072.0	1349.0	4803.0	1198.0	4859.0	5771.0	2334.0	921.0	8407.0	205.0	7525.0	9043.0	2259.0	9358.0	2450.0	1495.0	9380.0	1058.0	684.0	7182.0	4119.0	4104.0
54	208	18	83	1729.0	3839.0	8851.0	3686.0	3251.0	6789.0	4917.0	2703.0	2939.0	1289.0	5642.0	283.0	1785.0	6838.0	1585.0	5564.0	1769.0	7021.0	7541.0	9744.0	6604.0	2680.0	1686.0	764.0	2374.0	1084.0	1385.0	4925.0	1232.0	5000.0	5796.0	2342.0	952.0	8460.0	289.0	7628.0	9130.0	2367.0	9399.0	2479.0	1516.0	9386.0	1061.0	678.0	7215.0	4112.0	4137.0
54	58	18	22	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
54	172	18	59	1760.0	3800.0	8547.0	3693.0	3229.0	6597.0	4909.0	2452.0	2961.0	1235.0	5525.0	428.0	1836.0	6960.0	1531.0	5578.0	1804.0	6950.0	7483.0	9719.0	6674.0	2647.0	1715.0	755.0	2383.0	1051.0	1294.0	4789.0	1225.0	4887.0	5838.0	2423.0	976.0	8321.0	180.0	7681.0	9068.0	2365.0	9353.0	2456.0	1370.0	9301.0	1026.0	651.0	7197.0	4149.0	4076.0
54	206	18	81	1730.0	3839.0	8850.0	3634.0	3254.0	6773.0	4914.0	2734.0	2914.0	1289.0	5617.0	283.0	1783.0	6835.0	1583.0	5594.0	1776.0	7020.0	7485.0	9740.0	6581.0	2675.0	1683.0	766.0	2376.0	1087.0	1387.0	4922.0	1234.0	5003.0	5795.0	2344.0	951.0	8462.0	287.0	7633.0	9129.0	2364.0	9396.0	2479.0	1517.0	9400.0	1057.0	682.0	7215.0	4115.0	4136.0
54	173	18	60	1757.0	3804.0	8549.0	3692.0	3229.0	6598.0	4910.0	2454.0	2960.0	1275.0	5527.0	417.0	1836.0	6961.0	1532.0	5580.0	1807.0	6963.0	7522.0	9721.0	6673.0	2649.0	1713.0	755.0	2384.0	1088.0	1296.0	4792.0	1224.0	4887.0	5838.0	2398.0	976.0	8321.0	181.0	7681.0	9068.0	2365.0	9325.0	2508.0	1369.0	9301.0	1025.0	652.0	7198.0	4145.0	4078.0
54	176	18	61	1754.0	3809.0	8553.0	3691.0	3229.0	6599.0	4911.0	2553.0	2959.0	1275.0	5527.0	416.0	1836.0	6960.0	1532.0	5582.0	1809.0	6975.0	7520.0	9748.0	6671.0	2650.0	1711.0	754.0	2385.0	1114.0	1297.0	4858.0	1223.0	4887.0	5838.0	2394.0	973.0	8321.0	216.0	7532.0	9068.0	2365.0	9320.0	2508.0	1365.0	9306.0	1024.0	654.0	7198.0	4132.0	4078.0
54	59	18	23	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
55	172	19	59	1761.0	3797.0	8549.0	3696.0	3230.0	6599.0	4910.0	2451.0	2989.0	1237.0	5524.0	428.0	1835.0	6960.0	1536.0	5578.0	1802.0	6950.0	7569.0	9719.0	6684.0	2648.0	1716.0	755.0	2384.0	1085.0	1296.0	4855.0	1224.0	4887.0	5838.0	2422.0	973.0	8321.0	181.0	7579.0	9071.0	2366.0	9354.0	2507.0	1374.0	9305.0	1027.0	651.0	7195.0	4153.0	4078.0
55	119	19	37	1778.0	3823.0	8551.0	3796.0	3227.0	6712.0	4798.0	2707.0	2959.0	1282.0	5393.0	405.0	1791.0	6969.0	1553.0	5590.0	1861.0	6989.0	7471.0	9757.0	6802.0	2627.0	1765.0	829.0	2379.0	1172.0	1292.0	4790.0	1242.0	4896.0	5838.0	2298.0	967.0	8374.0	301.0	7692.0	9091.0	2368.0	9288.0	2542.0	1342.0	9482.0	1090.0	722.0	20000.0	4017.0	4198.0
55	173	19	60	1759.0	3805.0	8551.0	3696.0	3229.0	6601.0	4911.0	2454.0	2962.0	1276.0	5526.0	419.0	1836.0	6960.0	1535.0	5580.0	1807.0	6953.0	7524.0	9721.0	6674.0	2649.0	1715.0	756.0	2385.0	1088.0	1303.0	4856.0	1221.0	4887.0	5839.0	2398.0	973.0	8321.0	183.0	7681.0	9071.0	2366.0	9355.0	2507.0	1371.0	9306.0	1026.0	652.0	7196.0	4146.0	4079.0
55	59	19	23	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
56	373	20	158	1664.0	3777.0	8852.0	3629.0	3275.0	6698.0	4782.0	2576.0	2830.0	1040.0	5514.0	261.0	1711.0	6832.0	1591.0	5497.0	1770.0	7001.0	7429.0	9729.0	6486.0	2666.0	1609.0	748.0	2312.0	1068.0	1342.0	4803.0	1201.0	4862.0	5760.0	2335.0	922.0	8403.0	204.0	7531.0	9103.0	2253.0	9358.0	2442.0	1493.0	9381.0	1057.0	701.0	7178.0	4118.0	4104.0
56	60	20	24	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
57	256	21	117	1719.0	3785.0	8845.0	3634.0	3238.0	6779.0	4866.0	2586.0	2900.0	1261.0	5546.0	280.0	1787.0	6833.0	1591.0	5552.0	1784.0	7005.0	7482.0	9734.0	6580.0	2670.0	1690.0	830.0	2331.0	1071.0	1362.0	4831.0	1269.0	4960.0	5759.0	2336.0	933.0	8407.0	259.0	7576.0	9120.0	2298.0	9367.0	2470.0	1515.0	9384.0	1059.0	678.0	7189.0	4109.0	4101.0
57	373	21	158	1665.0	3775.0	8852.0	3628.0	3274.0	6687.0	4782.0	2575.0	2836.0	1040.0	5514.0	260.0	1708.0	6832.0	1590.0	5498.0	1771.0	7000.0	7429.0	9728.0	6535.0	2666.0	1612.0	752.0	2311.0	1066.0	1335.0	4700.0	1202.0	4863.0	5758.0	2334.0	923.0	8403.0	205.0	7532.0	9101.0	2249.0	9358.0	2442.0	1493.0	9382.0	1057.0	702.0	7178.0	4119.0	4104.0
57	381	21	164	1665.0	3772.0	8847.0	3625.0	3208.0	6675.0	4779.0	2574.0	2824.0	1042.0	5486.0	258.0	1707.0	6828.0	1555.0	5495.0	1773.0	6998.0	7429.0	9721.0	6530.0	2663.0	1617.0	745.0	2303.0	1065.0	1317.0	4695.0	1199.0	4861.0	5764.0	2333.0	926.0	8396.0	200.0	7569.0	9024.0	2243.0	9355.0	2443.0	1493.0	9379.0	1052.0	634.0	7181.0	4116.0	4103.0
57	371	21	156	1661.0	3774.0	8851.0	3627.0	3274.0	6679.0	4787.0	2576.0	2824.0	1040.0	5516.0	262.0	1706.0	6830.0	1584.0	5497.0	1776.0	7001.0	7432.0	9727.0	6483.0	2665.0	1603.0	808.0	2318.0	1064.0	1332.0	4697.0	1205.0	4863.0	5756.0	2333.0	921.0	8403.0	205.0	7530.0	9032.0	2250.0	9358.0	2444.0	1492.0	9381.0	1059.0	681.0	7173.0	4116.0	4102.0
57	61	21	25	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
57	254	21	115	1715.0	3775.0	8851.0	3632.0	3238.0	6692.0	4865.0	2583.0	2900.0	1262.0	5548.0	276.0	1784.0	6830.0	1589.0	5554.0	1781.0	7008.0	7482.0	9732.0	6577.0	2668.0	1645.0	833.0	2331.0	1066.0	1339.0	4774.0	1268.0	4961.0	5757.0	2334.0	936.0	8406.0	207.0	7574.0	9120.0	2300.0	9367.0	2471.0	1517.0	9383.0	1053.0	676.0	7187.0	4110.0	4101.0
57	385	21	168	1665.0	3770.0	8843.0	3624.0	3207.0	6676.0	4779.0	2576.0	2820.0	1043.0	5511.0	265.0	1711.0	6827.0	1591.0	5495.0	1779.0	6971.0	7429.0	9720.0	6530.0	2666.0	1617.0	740.0	2298.0	1064.0	1315.0	4694.0	1198.0	4867.0	5767.0	2332.0	929.0	8389.0	199.0	7590.0	9020.0	2243.0	9346.0	2446.0	1491.0	9377.0	1050.0	634.0	7179.0	4107.0	4101.0
57	208	21	83	1724.0	3837.0	8847.0	3626.0	3254.0	6787.0	4890.0	2697.0	2912.0	1287.0	5611.0	280.0	1783.0	6834.0	1585.0	5577.0	1775.0	7021.0	7486.0	9741.0	6590.0	2677.0	1682.0	763.0	2374.0	1078.0	1385.0	4838.0	1233.0	4999.0	5796.0	2338.0	948.0	8457.0	283.0	7625.0	9132.0	2365.0	9397.0	2476.0	1516.0	9386.0	1057.0	679.0	7213.0	4110.0	4105.0
57	255	21	116	1717.0	3779.0	8847.0	3633.0	3238.0	6698.0	4865.0	2584.0	2900.0	1261.0	5547.0	278.0	1785.0	6832.0	1590.0	5553.0	1783.0	7006.0	7482.0	9733.0	6579.0	2670.0	1649.0	833.0	2332.0	1069.0	1360.0	4777.0	1269.0	4960.0	5759.0	2336.0	935.0	8407.0	257.0	7575.0	9120.0	2300.0	9366.0	2471.0	1517.0	9384.0	1057.0	677.0	7189.0	4110.0	4101.0
58	385	22	168	1667.0	3769.0	8843.0	3624.0	3242.0	6674.0	4780.0	2576.0	2814.0	1043.0	5510.0	265.0	1707.0	6827.0	1556.0	5499.0	1779.0	6972.0	7430.0	9720.0	6532.0	2665.0	1619.0	741.0	2299.0	1064.0	1315.0	4689.0	1199.0	4897.0	5766.0	2332.0	930.0	8390.0	198.0	7593.0	9027.0	2242.0	9345.0	2446.0	1490.0	9377.0	1050.0	635.0	7179.0	4108.0	4100.0
58	62	22	26	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
